Суурь он,Бүлэг,Сар,value
2015=100,Тээвэр,2026-06,
2015=100,Тээвэр,2026-05,
2015=100,Тээвэр,2026-04,
2015=100,Тээвэр,2026-03,
2015=100,Тээвэр,2026-02,
2015=100,Тээвэр,2026-01,
2015=100,Тээвэр,2025-12,
2015=100,Тээвэр,2025-11,
2015=100,Тээвэр,2025-10,
2015=100,Тээвэр,2025-09,
2015=100,Тээвэр,2025-08,
2015=100,Тээвэр,2025-07,
2015=100,Тээвэр,2025-06,
2015=100,Тээвэр,2025-05,
2015=100,Тээвэр,2025-04,
2015=100,Тээвэр,2025-03,
2015=100,Тээвэр,2025-02,
2015=100,Тээвэр,2025-01,
2015=100,Тээвэр,2024-12,
2015=100,Тээвэр,2024-11,
2015=100,Тээвэр,2024-10,
2015=100,Тээвэр,2024-09,
2015=100,Тээвэр,2024-08,
2015=100,Тээвэр,2024-07,
2015=100,Тээвэр,2024-06,
2015=100,Тээвэр,2024-05,
2015=100,Тээвэр,2024-04,
2015=100,Тээвэр,2024-03,
2015=100,Тээвэр,2024-02,
2015=100,Тээвэр,2024-01,
2015=100,Тээвэр,2023-12,
2015=100,Тээвэр,2023-11,
2015=100,Тээвэр,2023-10,
2015=100,Тээвэр,2023-09,
2015=100,Тээвэр,2023-08,
2015=100,Тээвэр,2023-07,
2015=100,Тээвэр,2023-06,
2015=100,Тээвэр,2023-05,
2015=100,Тээвэр,2023-04,
2015=100,Тээвэр,2023-03,
2015=100,Тээвэр,2023-02,
2015=100,Тээвэр,2023-01,
2015=100,Тээвэр,2022-12,
2015=100,Тээвэр,2022-11,
2015=100,Тээвэр,2022-10,
2015=100,Тээвэр,2022-09,
2015=100,Тээвэр,2022-08,
2015=100,Тээвэр,2022-07,148.2
2015=100,Тээвэр,2022-06,145.8
2015=100,Тээвэр,2022-05,142.7
2015=100,Тээвэр,2022-04,141.1
2015=100,Тээвэр,2022-03,139.0
2015=100,Тээвэр,2022-02,136.1
2015=100,Тээвэр,2022-01,135.0
2015=100,Тээвэр,2021-12,135.3
2015=100,Тээвэр,2021-11,133.0
2015=100,Тээвэр,2021-10,129.9
2015=100,Тээвэр,2021-09,129.4
2015=100,Тээвэр,2021-08,128.3
2015=100,Тээвэр,2021-07,124.9
2015=100,Тээвэр,2021-06,114.6
2015=100,Тээвэр,2021-05,113.6
2015=100,Тээвэр,2021-04,112.4
2015=100,Тээвэр,2021-03,112.3
2015=100,Тээвэр,2021-02,112.0
2015=100,Тээвэр,2021-01,111.5
2015=100,Тээвэр,2020-12,111.3
2015=100,Тээвэр,2020-11,111.3
2015=100,Тээвэр,2020-10,111.4
2015=100,Тээвэр,2020-09,110.3
2015=100,Тээвэр,2020-08,110.4
2015=100,Тээвэр,2020-07,109.8
2015=100,Тээвэр,2020-06,109.2
2015=100,Тээвэр,2020-05,110.1
2015=100,Тээвэр,2020-04,113.0
2015=100,Тээвэр,2020-03,118.3
2015=100,Тээвэр,2020-02,118.3
2015=100,Тээвэр,2020-01,117.6
2015=100,Тээвэр,2019-12,117.3
2015=100,Тээвэр,2019-11,116.7
2015=100,Тээвэр,2019-10,116.6
2015=100,Тээвэр,2019-09,117.0
2015=100,Тээвэр,2019-08,117.3
2015=100,Тээвэр,2019-07,117.3
2015=100,Тээвэр,2019-06,117.7
2015=100,Тээвэр,2019-05,118.1
2015=100,Тээвэр,2019-04,117.6
2015=100,Тээвэр,2019-03,116.8
2015=100,Тээвэр,2019-02,116.6
2015=100,Тээвэр,2019-01,116.4
2015=100,Тээвэр,2018-12,119.0
2015=100,Тээвэр,2018-11,119.7
2015=100,Тээвэр,2018-10,117.5
2015=100,Тээвэр,2018-09,114.6
2015=100,Тээвэр,2018-08,113.4
2015=100,Тээвэр,2018-07,114.0
2015=100,Тээвэр,2018-06,112.3
2015=100,Тээвэр,2018-05,112.2
2015=100,Тээвэр,2018-04,111.4
2015=100,Тээвэр,2018-03,111.4
2015=100,Тээвэр,2018-02,111.2
2015=100,Тээвэр,2018-01,109.8
2015=100,Тээвэр,2017-12,108.6
2015=100,Тээвэр,2017-11,107.8
2015=100,Тээвэр,2017-10,108.5
2015=100,Тээвэр,2017-09,108.2
2015=100,Тээвэр,2017-08,107.3
2015=100,Тээвэр,2017-07,107.2
2015=100,Тээвэр,2017-06,107.1
2015=100,Тээвэр,2017-05,107.0
2015=100,Тээвэр,2017-04,105.0
2015=100,Тээвэр,2017-03,102.1
2015=100,Тээвэр,2017-02,99.7
2015=100,Тээвэр,2017-01,98.4
2015=100,Тээвэр,2016-12,98.3
2015=100,Тээвэр,2016-11,98.2
2015=100,Тээвэр,2016-10,98.1
2015=100,Тээвэр,2016-09,97.9
2015=100,Тээвэр,2016-08,98.1
2015=100,Тээвэр,2016-07,97.2
2015=100,Тээвэр,2016-06,97.1
2015=100,Тээвэр,2016-05,97.5
2015=100,Тээвэр,2016-04,97.4
2015=100,Тээвэр,2016-03,97.6
2015=100,Тээвэр,2016-02,97.6
2015=100,Тээвэр,2016-01,98.2
2015=100,Тээвэр,2015-12,100.0
2015=100,Тээвэр,2015-11,100.3
2015=100,Тээвэр,2015-10,100.0
2015=100,Тээвэр,2015-09,100.0
2015=100,Тээвэр,2015-08,99.9
2015=100,Тээвэр,2015-07,100.1
2015=100,Тээвэр,2015-06,100.0
2015=100,Тээвэр,2015-05,100.0
2015=100,Тээвэр,2015-04,99.9
2015=100,Тээвэр,2015-03,99.9
2015=100,Тээвэр,2015-02,100.0
2015=100,Тээвэр,2015-01,99.9
2015=100,Тээвэр,2014-12,98.9
2015=100,Тээвэр,2014-11,98.7
2015=100,Тээвэр,2014-10,98.4
2015=100,Тээвэр,2014-09,98.2
2015=100,Тээвэр,2014-08,97.9
2015=100,Тээвэр,2014-07,97.7
2015=100,Тээвэр,2014-06,95.8
2015=100,Тээвэр,2014-05,95.2
2015=100,Тээвэр,2014-04,94.4
2015=100,Тээвэр,2014-03,94.1
2015=100,Тээвэр,2014-02,93.8
2015=100,Тээвэр,2014-01,93.3
2015=100,Тээвэр,2013-12,91.0
2015=100,Тээвэр,2013-11,91.0
2015=100,Тээвэр,2013-10,90.7
2015=100,Тээвэр,2013-09,90.5
2015=100,Тээвэр,2013-08,89.8
2015=100,Тээвэр,2013-07,89.0
2015=100,Тээвэр,2013-06,89.7
2015=100,Тээвэр,2013-05,90.5
2015=100,Тээвэр,2013-04,90.4
2015=100,Тээвэр,2013-03,90.4
2015=100,Тээвэр,2013-02,90.1
2015=100,Тээвэр,2013-01,89.9
2015=100,Тээвэр,2012-12,88.3
2015=100,Тээвэр,2012-11,87.4
2015=100,Тээвэр,2012-10,87.5
2015=100,Тээвэр,2012-09,86.8
2015=100,Тээвэр,2012-08,86.7
2015=100,Тээвэр,2012-07,86.3
2015=100,Тээвэр,2012-06,86.2
2015=100,Тээвэр,2012-05,86.1
2015=100,Тээвэр,2012-04,85.9
2015=100,Тээвэр,2012-03,87.6
2015=100,Тээвэр,2012-02,87.6
2015=100,Тээвэр,2012-01,87.4
2015=100,Тээвэр,2011-12,83.0
2015=100,Тээвэр,2011-11,82.7
2015=100,Тээвэр,2011-10,82.6
2015=100,Тээвэр,2011-09,82.5
2015=100,Тээвэр,2011-08,82.8
2015=100,Тээвэр,2011-07,81.9
2015=100,Тээвэр,2011-06,80.4
2015=100,Тээвэр,2011-05,75.7
2015=100,Тээвэр,2011-04,75.2
2015=100,Тээвэр,2011-03,75.1
2015=100,Тээвэр,2011-02,74.9
2015=100,Тээвэр,2011-01,73.8
2015=100,Тээвэр,2010-12,73.7
2015=100,Тээвэр,2010-11,73.7
2015=100,Тээвэр,2010-10,73.3
2015=100,Тээвэр,2010-09,73.3
2015=100,Тээвэр,2010-08,73.3
2015=100,Тээвэр,2010-07,73.4
2015=100,Тээвэр,2010-06,73.5
2015=100,Тээвэр,2010-05,73.4
2015=100,Тээвэр,2010-04,72.7
2015=100,Тээвэр,2010-03,72.7
2015=100,Тээвэр,2010-02,72.1
2015=100,Тээвэр,2010-01,72.8
2015=100,Тээвэр,2009-12,72.8
2015=100,Тээвэр,2009-11,72.7
2015=100,Тээвэр,2009-10,72.8
2015=100,Тээвэр,2009-09,72.8
2015=100,Тээвэр,2009-08,72.1
2015=100,Тээвэр,2009-07,70.9
2015=100,Тээвэр,2009-06,68.1
2015=100,Тээвэр,2009-05,67.9
2015=100,Тээвэр,2009-04,70.5
2015=100,Тээвэр,2009-03,70.2
2015=100,Тээвэр,2009-02,68.5
2015=100,Тээвэр,2009-01,70.4
2015=100,Тээвэр,2008-12,71.8
2015=100,Тээвэр,2008-11,75.5
2015=100,Тээвэр,2008-10,76.6
2015=100,Тээвэр,2008-09,77.8
2015=100,Тээвэр,2008-08,76.6
2015=100,Тээвэр,2008-07,62.1
2015=100,Тээвэр,2008-06,60.9
2015=100,Тээвэр,2008-05,60.3
2015=100,Тээвэр,2008-04,59.7
2015=100,Тээвэр,2008-03,59.5
2015=100,Тээвэр,2008-02,57.2
2015=100,Тээвэр,2008-01,57.1
2015=100,Тээвэр,2007-12,57.0
2015=100,Тээвэр,2007-11,59.3
2015=100,Тээвэр,2007-10,56.9
2015=100,Тээвэр,2007-09,52.5
2015=100,Тээвэр,2007-08,52.0
2015=100,Тээвэр,2007-07,49.7
2015=100,Тээвэр,2007-06,49.7
2015=100,Тээвэр,2007-05,48.8
2015=100,Тээвэр,2007-04,48.8
2015=100,Тээвэр,2007-03,48.6
2015=100,Тээвэр,2007-02,48.8
2015=100,Тээвэр,2007-01,48.9
2015=100,Тээвэр,2006-12,49.1
2015=100,Тээвэр,2006-11,49.6
2015=100,Тээвэр,2006-10,49.3
2015=100,Тээвэр,2006-09,49.2
2015=100,Тээвэр,2006-08,47.9
2015=100,Тээвэр,2006-07,47.5
2015=100,Тээвэр,2006-06,46.6
2015=100,Тээвэр,2006-05,46.0
2015=100,Тээвэр,2006-04,45.3
2015=100,Тээвэр,2006-03,45.3
2015=100,Тээвэр,2006-02,45.3
2015=100,Тээвэр,2006-01,45.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-07,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-06,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-05,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-04,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-03,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-02,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2026-01,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-12,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-11,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-10,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-09,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-08,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-07,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-06,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-05,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-04,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-03,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-02,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2025-01,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-12,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-11,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-10,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-09,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-08,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-07,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-06,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-05,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-04,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-03,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-02,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2024-01,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-12,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-11,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-10,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-09,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-08,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-07,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-06,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-05,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-04,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-03,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-02,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2023-01,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-12,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-11,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-10,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-09,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-08,
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-07,102.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-06,102.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-05,102.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-04,102.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-03,102.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-02,102.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2022-01,101.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-12,101.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-11,100.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-10,100.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-09,99.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-08,99.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-07,99.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-06,99.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-05,98.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-04,98.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-03,98.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-02,98.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2021-01,98.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-12,98.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-11,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-10,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-09,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-08,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-07,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-06,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-05,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-04,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-03,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-02,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2020-01,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-12,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-11,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-10,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-09,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-08,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-07,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-06,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-05,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-04,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-03,98.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-02,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2019-01,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-12,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-11,98.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-10,98.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-09,98.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-08,98.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-07,97.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-06,97.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-05,97.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-04,97.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-03,98.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-02,98.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2018-01,98.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-12,98.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-11,98.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-10,98.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-09,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-08,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-07,98.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-06,98.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-05,98.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-04,99.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-03,99.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-02,98.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2017-01,98.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-12,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-11,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-10,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-09,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-08,98.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-07,99.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-06,99.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-05,99.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-04,99.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-03,99.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-02,99.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2016-01,99.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-12,99.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-11,99.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-10,99.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-09,99.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-08,99.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-07,100.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-06,100.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-05,100.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-04,100.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-03,100.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-02,100.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2015-01,100.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-12,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-11,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-10,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-09,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-08,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-07,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-06,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-05,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-04,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-03,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-02,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2014-01,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-12,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-11,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-10,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-09,100.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-08,100.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-07,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-06,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-05,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-04,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-03,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-02,100.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2013-01,100.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-12,100.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-11,100.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-10,100.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-09,100.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-08,101.0
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-07,101.1
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-06,101.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-05,101.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-04,101.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-03,101.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-02,104.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2012-01,104.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-12,102.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-11,102.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-10,102.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-09,102.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-08,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-07,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-06,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-05,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-04,102.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-03,102.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-02,102.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2011-01,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-12,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-11,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-10,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-09,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-08,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-07,102.4
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-06,102.5
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-05,101.8
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-04,101.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-03,101.7
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-02,97.2
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2010-01,89.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-12,89.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-11,89.3
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-10,89.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-09,89.6
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-08,89.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-07,89.9
2015=100,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",2009-06,90.0
