id,school,address,district_code,district,khoroo_code,khoroo,lon,lat
5013,Erdmiin urguu TS 56-r surguuli,"BGD 6 khoroo, 10-r khoroolol",16,Bayangol,1606,6-r khoroo,106.866131,47.916313
5214,Tugs bilig surguuli,BGD 6-r khoroo UB palase urd 45A bair,16,Bayangol,1606,6-r khoroo,106.874222,47.915411
5241,Erdmiin urguu TS 43-r surguuli,"BGD 6-r khoroo, ETUC",16,Bayangol,1606,6-r khoroo,106.866511,47.91696
5008,Erdiin Undraa TS 78-r surguuli,BGD 7-r khoroo,16,Bayangol,1607,7-r khoroo,106.864566,47.919232
5046,93-r surguuli,BGD 7-r khoroo 4-r khoroolol,16,Bayangol,1607,7-r khoroo,106.865756,47.919723
5219,Saint Paul baga surguuli,"BGD 7-r khoroo, Govi sauny urd",16,Bayangol,1607,7-r khoroo,106.862756,47.921309
5248,93-r surguuli,"BGD 7-r khoroo,Ard Ayuushiin urgun chuluu 93/3",16,Bayangol,1607,7-r khoroo,106.8637,47.920265
5010,Erdmiin Undraa TS 77-r surguuli,BGD 8-r khoroo,16,Bayangol,1608,8-r khoroo,106.871887,47.919179
5085,Nomch surguuli,"BGD 8-r khoroo,Ard Ayuushiin urgun chuluu 28/2",16,Bayangol,1608,8-r khoroo,106.871175,47.922309
5079,113-r surguuli,"BGD 10 khoroo, Zuun naran",16,Bayangol,1610,10-r khoroo,106.866436,47.925707
5019,28-r surguuli,"BGD 11-r khoroo, Ekh nyalkhasyn baruun tald.",16,Bayangol,1611,11-r khoroo,106.88416,47.927046
5099,Setgemj TS 46-r surguuli,"BGD 11-r khoroo,MUTV-iin khoino",16,Bayangol,1611,11-r khoroo,106.888362,47.930151
5216,Tsatsrag-Erdem surguuli,"BGD 11-r khoroo, Ard ayuushiin gudamj, MUIS-yn baruun tald",16,Bayangol,1611,11-r khoroo,106.890623,47.925629
5220,Khuree tulga surguuli,BGD 11-r khoroo,16,Bayangol,1611,11-r khoroo,106.884895,47.926424
5250,28-r surguuli,"BGD 11-r khoroo,Khasbaataryn gudamj S28/3",16,Bayangol,1611,11-r khoroo,106.883575,47.926743
5251,28-r surguuli,"BGD 11-r khoroo,Khasbaataryn gudamj S28/2",16,Bayangol,1611,11-r khoroo,106.884834,47.926926
5252,Setgemj TS /46-r surguuli/,"BGD 11-r khoroo,Khuvisgalyn zam S46/2",16,Bayangol,1611,11-r khoroo,106.887904,47.929898
5020,13-r surguuli,"BGD 13-r khoroo, Khoroololyn etsest, Khasbaataryn gudamj",16,Bayangol,1613,13-r khoroo,106.868967,47.924107
5080,Gurvan tamir surguuli,"BGD 13-r khoroo, Urguu kino teatryn khoid tald",16,Bayangol,1613,13-r khoroo,106.875344,47.924133
5249,13-r surguuli,"BGD 13-r khoroo,Khasbaataryn gudamj S13/2",16,Bayangol,1613,13-r khoroo,106.868327,47.924484
5067,40-r surguuli,"BGD 15-r khoroo,  Enebishiin urgun chuluu",16,Bayangol,1615,15-r khoroo,106.884579,47.925422
5076,Oyuuny Undraa TS 22-r surguuli,"BGD 17-r khoroo, S.Amarsanaagiin gudamj",16,Bayangol,1617,17-r khoroo,106.88907,47.920486
5082,Oyuuny nakhia surguuli,"BGD 18-r khoroo, Seruuleg deed surguuliin bairand",16,Bayangol,1617,17-r khoroo,106.888498,47.922512
5011,Oyuuny Undraa TS 96-r surguuli,"BGD 18-r khoroolol, 41-r bairny khoino",16,Bayangol,1618,18-r khoroo,106.885763,47.920737
5078,70-r tusgai dund surguuli,"BGD 18-r khoroo, Modny 2iin zamd Tundemun sauny khoino.",16,Bayangol,1618,18-r khoroo,106.882314,47.919324
5086,Russkaya gimnaziya surguuli,"BGD 18-r khoroo, 4-r khoroo,Modny 2t zamyn khoino.",16,Bayangol,1618,18-r khoroo,106.885424,47.918592
5207,Nasan turshiin bolovsrolyn tuv,"BGD 18-r khoroo, 88 dugaar tsetserlegiin khashaand",16,Bayangol,1618,18-r khoroo,106.884034,47.921168
5018,47-r surguuli,"BGD 19-r khoroo, Paradoks tuviin urd",16,Bayangol,1619,19-r khoroo,106.878238,47.921376
5037,19-r surguuli,"BGD 20-r khoroo, 34-r tsetserlegiin zuun tald",16,Bayangol,1620,20-r khoroo,106.79322,47.907375
5254,19-r surguuli,"BGD 20-r khoroo,Tovchoony zam S19",16,Bayangol,1620,20-r khoroo,106.792775,47.90767
5223,Erdem Altai surguuli,"BGD 1-r khoroo, Altai khotkhon",16,Bayangol,1624,24-r khoroo,106.891196,47.902887
5213,Senlize surguuli,"BGD 4-r khoroo, Narny zam 16/4",16,Bayangol,1625,25-r khoroo,106.872024,47.912221
5222,Soyombo baga surguuli,"BGD 3-r khoroo, Dund gol gudamj 30A bair",16,Bayangol,1626,26-r khoroo,106.900011,47.90378
5226,Naran neg surguuli,BGD 3-r khoroo,16,Bayangol,1626,26-r khoroo,106.898668,47.90678
5247,141-r surguuli,"BGD 3-r khoroo, Narny khoroolol",16,Bayangol,1626,26-r khoroo,106.900494,47.907271
5045,38-r surguuli,"BGD 4-r khoroo,Narny zamd, Teeverchdiin gudamj",16,Bayangol,1627,27-r khoroo,106.879131,47.910121
5211,Nomt naran surguuli,"BGD 4-r khoroo, 88-r bair",16,Bayangol,1627,27-r khoroo,106.874252,47.913864
5255,Nomuun dalai surguuli,"BGD 5-r khoroo,Enkhtaivany urgun chuluu",16,Bayangol,1628,28-r khoroo,106.866442,47.913155
5154,Jargalan dund surguuli,"BGD 20-r khoroo, Sapporiin urd",16,Bayangol,1629,29-r khoroo,106.852294,47.912193
5087,Raduga buren dund surguuli,"BGD 6-r khoroo, 3-r emnelgiin khoino",16,Bayangol,1630,30-r khoroo,106.857968,47.918024
5009,Erdmiin Undraa TS 54-r surguuli,BGD 8-r khoroo,16,Bayangol,1632,32-r khoroo,106.869121,47.918926
5206,93-r surguuli,BGD 8-r khoroo,16,Bayangol,1632,32-r khoroo,106.869252,47.919927
5017,Mongeni TS,BGD 18-r khoroo Eruul mendiin 7-r tuviin baruun tald.,16,Bayangol,1633,33-r khoroo,106.885638,47.917348
5081,Lider surguuli,BGD 17-r khoroo,16,Bayangol,1633,33-r khoroo,106.890191,47.916715
5137,Shine ekhlel OU-yn laboratori surguuli,"BGD 18-r khoroo, Mongeni surguuliin khajuud",16,Bayangol,1633,33-r khoroo,106.88522,47.917666
5218,Ekhlel surguuli surguuli,"BGD 17-r khoroo, 7/4",16,Bayangol,1633,33-r khoroo,106.889739,47.916817
5225,Yos erdem surguuli,"BGD 17-r khoroo, Modny 2-oos uruudaad, 3 erdene deed surguuliin urd, 5 davkhar bair",16,Bayangol,1633,33-r khoroo,106.88912,47.916502
5253,Norovlin surguuli,"BGD 17-r khoroo,S.Amarsanaagiin gudamj",16,Bayangol,1633,33-r khoroo,106.889815,47.917709
5215,Khusliin urguu surguuli,"BGD 12-r khoroo, Urguu gudamj 23-r bair",16,Bayangol,1634,34-r khoroo,106.877239,47.927671
5057,52-r surguuli,"KUD 1-r khoroo 19-r khoroolol,",17,Khan-Uul,1701,1-r khoroo,106.905757,47.901967
5309,52-r surguuli,"KUD 1-r khoroo 19-r khoroolol,",17,Khan-Uul,1701,1-r khoroo,106.906583,47.901796
5056,15-r surguuli,KUD 3-r khoroo,17,Khan-Uul,1702,2-r khoroo,106.898578,47.900908
5030,18-r surguuli,KUD 3-r khoroo,17,Khan-Uul,1703,3-r khoroo,106.89459,47.900179
5201,Tekhnologiin deed surguuliin khariyaa akhlakh surguuli,"KUD 3-r khoroo, uildverchnii gudamj 26",17,Khan-Uul,1703,3-r khoroo,106.890187,47.901379
5202,Shine unuudur surguuli,"KUD 3-r khoroo, Bambuush KKK-iin bairand",17,Khan-Uul,1703,3-r khoroo,106.886227,47.900824
5047,34-r surguuli,"KUD 4-r khoroo Yaarmag, artsatyn gudamj",17,Khan-Uul,1704,4-r khoroo,106.832249,47.873161
5040,41-r surguuli,"KUD 5-rkhoroo naadamchdyn gudamj S41, Yaarmagiin avtobusny 3-r buudal",17,Khan-Uul,1705,5-r khoroo,106.818165,47.869696
5038,60-r surguuli,KUD 7-r khoroo,17,Khan-Uul,1707,7-r khoroo,106.803836,47.865723
5296,60-r surguuli,KUD 7-r khoroo,17,Khan-Uul,1707,7-r khoroo,106.804137,47.865061
5110,118-r surguuli,"KUD 8-r khoroo, naadamchdyn zam",17,Khan-Uul,1708,8-r khoroo,106.795754,47.861834
5113,114-r surguuli,"KUD 9-r khoroo, Nisekhiin etses",17,Khan-Uul,1709,9-r khoroo,106.763233,47.86608
5173,135-r baga surguuli,"KUD 10 khoroo, Moringiin davaa",17,Khan-Uul,1710,10-r khoroo,106.720962,47.84445
5194,Amerik surguuli,KUD 11-r khoroo 42,17,Khan-Uul,1711,11-r khoroo,106.919799,47.881093
5221,Absolyut elit akhlakh surguuli,"KUD 11-r khoroo, Tenger rashaan gudamj 79G",17,Khan-Uul,1711,11-r khoroo,106.913294,47.877935
5109,10-r surguuli,"KUD 12-r khoroo,Bio kombinat",17,Khan-Uul,1712,12-r khoroo,106.678204,47.84519
5068,26-r surguuli,"KUD 13-rkhoroo 1-r kheseg, tuul tosgon.",17,Khan-Uul,1713,13-r khoroo,106.558583,47.754195
5111,59-r surguuli,"KUD 14-r khoroo, Ulziit",17,Khan-Uul,1714,14-r khoroo,106.707645,47.788779
5311,59-r surguuli,"KUD 14-r khoroo,",17,Khan-Uul,1714,14-r khoroo,106.684752,47.779745
5172,130-r baga surguuli,"KUD 15 khoroo, Mongolyn Undsenii khudaldaa aj uildveriin tankhimyn urd",17,Khan-Uul,1715,15-r khoroo,106.92347,47.9024
5198,Orchlon surguuli,"KUD 15-r khoroo, Rapid khoroollyn zuun tald",17,Khan-Uul,1715,15-r khoroo,106.926211,47.901401
4997,Buyant-Ukhaa TS /7-r surguuli/,KUD 16-r khoroo,17,Khan-Uul,1716,16-r khoroo,106.76358,47.859746
5294,Buyant-Ukhaa tsogtsolbor surguuli,"KUD 16-r khoroo, Baruun Sonsgolongiin gudamj S7/1",17,Khan-Uul,1716,16-r khoroo,106.76365,47.859193
5195,Mongol bilig oyuun surguuli,"KUD 11-r khoroo, Marshal taund, 301",17,Khan-Uul,1717,17-r khoroo,106.935888,47.892146
5107,Olon ulsyn dund surguuli,"KUD 15-r khoroo, Makhatma gandigyn gudamj",17,Khan-Uul,1718,18-r khoroo,106.930402,47.898326
5196,Orgil surguuli,"KUD 15-r khoroo, Udirdlagyn akademiin urd tald 38-r bair",17,Khan-Uul,1718,18-r khoroo,106.913641,47.896512
5112,115-r surguuli,"KUD 15-r khoroo, Tuul gol gudamj",17,Khan-Uul,1719,19-r khoroo,106.900589,47.892321
5205,Shine Zuunbileg surguuli,"KUD 15-r khoroo, Tuul gol gudamj",17,Khan-Uul,1719,19-r khoroo,106.90385,47.891152
5300,Etugen surguuli,"KUD 15-r khoroo, Tuul gol gudamj 72",17,Khan-Uul,1719,19-r khoroo,106.897521,47.890604
5098,Avarga surguuli,KUD 3-r khoroo 65/1-r bair,17,Khan-Uul,1720,20-r khoroo,106.891566,47.895994
5197,Orkhon khasu surguuli,"KUD 3-r khoroo, Uildver /17042, Sharavyn gudamj 10-1-2",17,Khan-Uul,1720,20-r khoroo,106.895353,47.897524
5200,Arvist Khangai surguuli,"KUD 3-r khoroo, Chingisiin urgun chuluu 49/3 Khangai deed surguuliin urd",17,Khan-Uul,1720,20-r khoroo,106.890969,47.89741
5203,Onom surguuli,"KUD 3-r khoroo, Khuns tekhnologi kollejiin bair",17,Khan-Uul,1720,20-r khoroo,106.891126,47.897036
5299,Mongol biznesiin surguuli,"KUD 3-r khoroo, Chingisiin urgun chuluu 39/2",17,Khan-Uul,1720,20-r khoroo,106.893275,47.898454
5055,32-r surguuli,"KUD 11-r khoroo, zaisan gudamj",17,Khan-Uul,1722,22-r khoroo,106.910234,47.883842
5302,Yazguur baga surguuli,"KUD 11-r khoroo, Ar Zaisangiin gudamj 76",17,Khan-Uul,1722,22-r khoroo,106.909841,47.879082
5039,63-r surguuli,"KUD 4-r khoroo, artsatyn 18-2",17,Khan-Uul,1723,23-r khoroo,106.829555,47.866647
5108,Ulaanbaatar dakhi Angli surguuli,"KUD 4-r khoroo, Viva Siti khoroollyn zamyn urd",17,Khan-Uul,1723,23-r khoroo,106.848199,47.874686
5301,Altan bosgo surguuli,"KUD 4-r khoroo, Nukhtiin zam 13/5",17,Khan-Uul,1723,23-r khoroo,106.83024,47.854206
5199,Sakura surguuli,"KUD 11-r khoroo, Ikh mongol ulsyn gudamj Time square 505 B",17,Khan-Uul,1724,24-r khoroo,106.853892,47.879652
5204,Solongo es ef,"KUD 4-r khoroo Yaarmag naadamchdyn zam Khunnu Mollyn baruun khoino, Doktor avto servis",17,Khan-Uul,1724,24-r khoroo,106.84878,47.879152
5295,Shine mongol Kharumafuji surguuli,"KUD 4-r khoroo, Naadamchdyn zam 480A",17,Khan-Uul,1724,24-r khoroo,106.850353,47.875728
5104,107-r surguuli,SKD 1-r khoroo,18,Songinokhairkhan,1801,1-r khoroo,106.764719,47.920306
5041,42-r surguuli,"SKD 2-r khoroo 1-r khoroolol, Tsergiin khotkhny khoino.",18,Songinokhairkhan,1802,2-r khoroo,106.775548,47.915366
4996,65-r surguuli,SKD 3-r khoroo Baganarangiin 44-r gudamj,18,Songinokhairkhan,1803,3-r khoroo,106.795235,47.921473
5265,65-r surguuli,"SKD 3-r khoroo, Tolgoityn gudamj S65",18,Songinokhairkhan,1803,3-r khoroo,106.795006,47.921249
5028,9-r surguuli,"SKD 6-r khoroo,Khanyn materialyn etses",18,Songinokhairkhan,1806,6-r khoroo,106.821185,47.931874
5262,9-r surguuli,"SKD 6-r khoroo, Bayankhoshuuny gudamj Khanyn materialyn etses S9/1",18,Songinokhairkhan,1806,6-r khoroo,106.821305,47.932509
5058,67-r surguuli,SKD 8-r khoroo Narangiin 1-r gudamj,18,Songinokhairkhan,1808,8-r khoroo,106.827018,47.953228
5266,67-r surguuli,"SKD 8-r khoroo, Bayankhoshuuny gudamj S67/1",18,Songinokhairkhan,1808,8-r khoroo,106.826845,47.952995
5059,76-r surguuli,SKD 9-r khoroo Bayankhoshuuny shine etses,18,Songinokhairkhan,1809,9-r khoroo,106.838886,47.957011
5152,Chandmani surguuli,"SKD 9-r khoroo,Bayankhoshuuny etses",18,Songinokhairkhan,1809,9-r khoroo,106.837542,47.960024
5267,76-r surguuli,"SKD 9-r khoroo, Bayankhoshuuny gudamj S76/1",18,Songinokhairkhan,1809,9-r khoroo,106.838779,47.956727
4998,105-r surguuli,"SKD 11-r khoroo Khutul, Bayankhoshuu",18,Songinokhairkhan,1811,11-r khoroo,106.848509,47.954092
5168,129-r surguuli,"SKD 11-r khoroo, Ovootyn 6 dugaar kheseg",18,Songinokhairkhan,1811,11-r khoroo,106.857336,47.94548
5269,105-r surguuli,"SKD 11-r khoroo, Khuvisgalyn zam S105/1",18,Songinokhairkhan,1811,11-r khoroo,106.848312,47.954519
5023,Ireedui TS 1-r baga surguuli /80-r surguuli/,SKD 13-r khoroo,18,Songinokhairkhan,1812,12-r khoroo,106.850135,47.915145
5024,Ireedui TS 1-r dund surguuli /36-r surguuli/,"SKD 13-r khoroo,",18,Songinokhairkhan,1813,13-r khoroo,106.849996,47.916061
5022,Ireedui TS 2-r dund surguuli /82-r surguuli/,SKD 16-r khoroo,18,Songinokhairkhan,1814,14-r khoroo,106.836011,47.914261
5105,Romashka surguuli,"SKD 16-r khoroo, 26/2",18,Songinokhairkhan,1814,14-r khoroo,106.835688,47.914722
5042,Ireedui TS 2-r akhlakh /81-r surguuli/,SKD 14-r khoroo,18,Songinokhairkhan,1815,15-r khoroo,106.84218,47.915045
5043,Ireedui TS 1-r akhlakh /86-r surguuli/,"SKD 15-r khoroo, 1-r khoroolol,Tsambagaravyn urd",18,Songinokhairkhan,1816,16-r khoroo,106.841837,47.916198
5101,Ireedui TS 2-r baga surguuli /86-r surguuli/,"SKD 15-r khoroo,",18,Songinokhairkhan,1816,16-r khoroo,106.839676,47.914755
5270,Ireedui TS 2-r baga surguuli /86-r surguuli/,"SKD 15-r khoroo, Barilgachny gudamj S86",18,Songinokhairkhan,1816,16-r khoroo,106.839345,47.914275
5025,Ireedui TS 3-r baga surguuli /83-r surguuli/,SKD 17-r khoroo,18,Songinokhairkhan,1817,17-r khoroo,106.834621,47.915161
5106,Nomuun surguuli,"SKD 17-r khoroo, Unur khoroolol",18,Songinokhairkhan,1817,17-r khoroo,106.831231,47.913539
5132,Tolit surguuli,"SKD 17-r khoroo, 52 dugaar bair",18,Songinokhairkhan,1817,17-r khoroo,106.832735,47.914559
5026,12-r surguuli,SKD 18-r khoroo Tavan shar,18,Songinokhairkhan,1818,18-r khoroo,106.813072,47.912703
5263,12-r surguuli,"SKD 18-r khoroo, Uildverchnii evleliin gudamj S12",18,Songinokhairkhan,1818,18-r khoroo,106.813719,47.91318
5027,62-r surguuli,"SKD 19-r khoroo 21-r khoroolold,",18,Songinokhairkhan,1819,19-r khoroo,106.814959,47.919506
5133,Onon buren dund surguuli,"SKD 21-r khoroo, 21 khudaldaany tuviin khoid tald",18,Songinokhairkhan,1819,19-r khoroo,106.812723,47.92114
5192,Gerelt-Ireedui,SKD 19-r khoroo 86 dugaar bair,18,Songinokhairkhan,1819,19-r khoroo,106.814783,47.917885
5264,62-r surguuli,"SKD 19-r khoroo, Uildverchnii evleliin gudamj S62",18,Songinokhairkhan,1819,19-r khoroo,106.814422,47.919193
5271,Global ikh oyuun baga surguuli,"SKD 19-r khoroo, Uildverchnii evleliin gudamj 105",18,Songinokhairkhan,1819,19-r khoroo,106.815576,47.919609
5131,74-r surguuli,"SKD 21-r khoroo, Jargalant tosgon,",18,Songinokhairkhan,1821,21-r khoroo,106.646783,48.12213
5151,121-r surguuli,"SKD 21-r khoroo, 3,61-iin garanmyn zuun tald",18,Songinokhairkhan,1821,21-r khoroo,106.555243,47.997555
5102,104-r surguuli,"SKD 25 khoroo, Zuun salaa",18,Songinokhairkhan,1825,25-r khoroo,106.831082,47.967392
5268,104-r surguuli,"SKD 25-r khoroo, Zuun salaa S104/1",18,Songinokhairkhan,1825,25-r khoroo,106.83136,47.967104
5130,122-r surguuli,"SKD 22-r khoroo, takhiltyn zam",18,Songinokhairkhan,1833,33-r khoroo,106.696189,47.919807
5103,106-r surguuli,"SKD 1-r khoroo, Orbit",18,Songinokhairkhan,1834,34-r khoroo,106.751257,47.919891
5129,123-r surguuli,"SKD 1-r khoroo, Buman-ulzii khoroollyn zuun tald",18,Songinokhairkhan,1834,34-r khoroo,106.739158,47.927857
5165,Nomyn yos baga surguuli,"SKD 1-r khoroo, Buman-Ulzii khoroollyn zuun tald",18,Songinokhairkhan,1834,34-r khoroo,106.742456,47.927733
5193,Altan bosgo akademi,"SKD 1-r khoroo, OU Nairamdal zuslangiin bairand",18,Songinokhairkhan,1834,34-r khoroo,106.728856,48.017268
5167,124-r surguuli,"SKD 24 khoroo, Baruun salaa",18,Songinokhairkhan,1841,41-r khoroo,106.809294,47.960553
5169,134-r surguuli,"SKD 24 khoroo,  Baruun salaa zeeliin 18-26 toot",18,Songinokhairkhan,1841,41-r khoroo,106.809125,47.967627
5182,Khangai TS /1-r bair/,BKD 1-r khoroo,19,Bagakhangai,1901,1-r khoroo,107.429601,47.351288
5147,Khangai TS /2-r bair/,"BKD 1-r khoroo,",19,Bagakhangai,1902,2-r khoroo,107.490748,47.352263
5308,Khangai TS /2-r bair/,"BKD 1-r khoroo,",19,Bagakhangai,1902,2-r khoroo,107.491033,47.352052
