country,year,imports_usd_mn
Italy,2013,54313.29
Jamaica,2013,0.82
Japan,2013,444201.83
Jordan,2013,2.13
Kazakhstan,2013,34237.4
Kenya,2013,58.58
Kirgizstan,2013,1607.79
Kuwait,2013,0.0
Lao PDR,2013,32.63
Latvia,2013,3248.15
Liechtenstein,2013,18.21
Lithuania,2013,16073.71
Luxemburg,2013,597.56
Macedonia,2013,117.24
Madagascar,2013,9.12
Malaysia,2013,87972.87
Mali,2013,24.13
Malta,2013,2458.43
Mauritania,2013,1.8
Mauritius,2013,36.63
Mexico,2013,6850.85
Moldavia,2013,212.42
Monaco,2013,2.01
Morocco,2013,278.62
Myanmar,2013,28.99
Namibia,2013,0.11
Nepal,2013,72.19
Netherlands,2013,22298.24
New Zealand,2013,19768.48
Nicaragua,2013,2.97
Norway,2013,2160.82
Oman,2013,3.81
Pakistan,2013,556.78
Peru,2013,536.17
Philippines,2013,4167.43
Poland,2013,63751.39
Portugal,2013,551.87
Puerto Rico,2013,19.83
Qatar,2013,0.08
Republic of Korea,2013,507359.65
Republic of South Africa,2013,10950.4
Romania,2013,7941.51
Russian Federation,2013,1561852.23
Saudi Arabia,2013,329.23
Senegal,2013,0.86
Serbia,2013,1053.73
Seychelles,2013,113.41
Sierra Leone,2013,0.0
Singapore,2013,66633.76
Slovakia,2013,2996.21
Slovenia,2013,11017.52
Spain,2013,25471.28
Sri Lanka,2013,1110.31
Swaziland,2013,69.91
Sweden,2013,39803.42
Switzerland,2013,11635.67
Syrian Arab Republic,2013,7.61
Taiwan,2013,12488.31
Tajikistan,2013,19.22
Thailand,2013,44996.37
Tunisia,2013,766.11
Turkey,2013,41907.03
USA,2013,512678.62
Uganda,2013,0.0
Ukraine,2013,56229.48
United Arab Emirates,2013,1106.34
United Kingdom of Great Britain and Northern Ireland,2013,46451.31
Uruguay,2013,205.9
Uzbekistan,2013,6175.53
Vanuatu,2013,0.0
Venezuela,2013,11.43
Vietnam,2013,22304.47
Zimbabwe,2013,4.89
Afghanistan,2014,0.45
Albania,2014,738.84
Algeria,2014,0.0
Argentina,2014,2171.96
Armenia,2014,74.8
Aruba,2014,0.04
Australia,2014,49967.4
Austria,2014,9426.68
Azerbaijan,2014,394.06
Bahamas,2014,1.84
Bahrain,2014,0.0
Bangladesh,2014,2282.03
Belarus,2014,21130.19
Belgium,2014,8780.0
Bosnia and Herzegovina,2014,154.88
Brazil,2014,2293.58
Bulgaria,2014,3272.11
Cambodia,2014,427.23
Canada,2014,21510.92
Chad,2014,0.0
Chile,2014,4906.85
China,2014,1767915.86
Colombia,2014,66.27
Costa Rica,2014,45.32
Croatia,2014,375.3
Cuba,2014,119.1
Cyprus,2014,1276.29
Czech Republic,2014,10258.65
DPR Korea,2014,603.64
Denmark,2014,9001.72
Dominican Republic,2014,94.52
Ecuador,2014,379.98
Egypt,2014,273.3
El Salvador,2014,44.42
Estonia,2014,776.8
Ethiopia,2014,12.16
Fiji,2014,7.2
Finland,2014,6592.99
France,2014,53559.04
Georgia,2014,816.77
Germany,2014,159158.88
Greece,2014,738.2
Greenland,2014,0.0
Guatemala,2014,5.27
Haiti,2014,0.27
Honduras,2014,5.53
Hungary,2014,11794.13
Iceland,2014,104.02
India,2014,12671.59
Indonesia,2014,15450.07
Iran,2014,942.27
Ireland,2014,3901.6
Israel,2014,822.73
Italy,2014,45347.24
Jamaica,2014,2.45
Japan,2014,367789.49
Jordan,2014,64.85
Kazakhstan,2014,29432.19
Kenya,2014,39.68
Kirgizstan,2014,1272.25
Kuwait,2014,4.76
Lao PDR,2014,74.95
Latvia,2014,2913.16
Liechtenstein,2014,4.72
Lithuania,2014,4161.14
Luxemburg,2014,412.91
Macedonia,2014,324.24
Madagascar,2014,12.96
Malaysia,2014,63038.74
Mali,2014,13.58
Malta,2014,29.58
Mauritania,2014,2.49
Mauritius,2014,44.89
Mexico,2014,7569.7
Moldavia,2014,147.11
Monaco,2014,4.72
Morocco,2014,671.89
Myanmar,2014,261.7
Namibia,2014,8.48
Nepal,2014,70.78
Netherlands,2014,15977.16
New Zealand,2014,20350.18
Nicaragua,2014,0.0
Norway,2014,293.73
Oman,2014,0.0
Pakistan,2014,847.27
Peru,2014,79.84
Philippines,2014,5057.24
Poland,2014,51581.77
Portugal,2014,791.22
Puerto Rico,2014,16.64
Qatar,2014,1.03
Republic of Korea,2014,352556.8
Republic of South Africa,2014,8545.71
Romania,2014,3488.58
Russian Federation,2014,1549318.25
Saudi Arabia,2014,472.88
Senegal,2014,0.89
Serbia,2014,1051.59
Seychelles,2014,107.14
Sierra Leone,2014,1.71
Singapore,2014,52800.92
Slovakia,2014,4103.42
Slovenia,2014,9249.75
Spain,2014,23702.54
Sri Lanka,2014,1065.95
Swaziland,2014,23.49
Sweden,2014,11596.86
Switzerland,2014,9136.23
Syrian Arab Republic,2014,0.89
Taiwan,2014,12201.51
Tajikistan,2014,14.56
Thailand,2014,44858.87
Tunisia,2014,921.48
Turkey,2014,37858.23
USA,2014,229478.2
Uganda,2014,0.0
Ukraine,2014,70051.64
United Arab Emirates,2014,765.97
United Kingdom of Great Britain and Northern Ireland,2014,26429.47
Uruguay,2014,2.63
Uzbekistan,2014,5507.44
Vanuatu,2014,0.0
Venezuela,2014,27.33
Vietnam,2014,24526.22
Zimbabwe,2014,0.0
Afghanistan,2015,6.97
Albania,2015,75.74
Algeria,2015,0.0
Argentina,2015,2826.13
Armenia,2015,105.7
Aruba,2015,12.06
Australia,2015,32563.94
Austria,2015,23909.66
Azerbaijan,2015,314.72
Bahamas,2015,23.37
Bahrain,2015,2.51
Bangladesh,2015,4576.85
Belarus,2015,17946.71
Belgium,2015,6605.1
Bosnia and Herzegovina,2015,106.64
Brazil,2015,3876.3
Bulgaria,2015,1949.45
Cambodia,2015,500.72
Canada,2015,19625.2
Chad,2015,0.0
Chile,2015,1375.54
China,2015,1389940.65
Colombia,2015,30.96
Costa Rica,2015,45.55
Croatia,2015,250.12
Cuba,2015,79.85
Cyprus,2015,831.26
Czech Republic,2015,7546.0
DPR Korea,2015,824.08
Denmark,2015,4858.27
Dominican Republic,2015,102.0
Ecuador,2015,353.05
Egypt,2015,2170.85
El Salvador,2015,15.57
Estonia,2015,1309.64
Ethiopia,2015,15.16
Fiji,2015,3.23
Finland,2015,6618.83
France,2015,27479.99
Georgia,2015,791.4
Germany,2015,124480.8
Greece,2015,1103.41
Greenland,2015,0.0
Guatemala,2015,1303.44
Haiti,2015,0.0
Honduras,2015,15.57
Hungary,2015,9479.98
Iceland,2015,9.13
India,2015,16775.98
Indonesia,2015,11804.93
Iran,2015,357.51
Ireland,2015,3146.35
Israel,2015,668.98
Italy,2015,33286.13
Jamaica,2015,1.38
Japan,2015,274639.09
Jordan,2015,59.97
Kazakhstan,2015,29223.15
Kenya,2015,1.89
Kirgizstan,2015,281.95
Kuwait,2015,0.0
Lao PDR,2015,68.51
Latvia,2015,1372.04
Liechtenstein,2015,14.02
Lithuania,2015,1168.52
Luxemburg,2015,57.44
Macedonia,2015,3260.6
Madagascar,2015,10.13
Malaysia,2015,38770.91
Mali,2015,0.0
Malta,2015,74.63
Mauritania,2015,3.18
Mauritius,2015,27.36
Mexico,2015,6524.32
Moldavia,2015,591.42
Monaco,2015,1.94
Morocco,2015,886.54
Myanmar,2015,146.17
Namibia,2015,3.21
Nepal,2015,48.1
Netherlands,2015,14548.98
New Zealand,2015,8898.72
Nicaragua,2015,1.86
Norway,2015,1133.55
Oman,2015,0.0
Pakistan,2015,1036.39
Peru,2015,70.65
Philippines,2015,4603.22
Poland,2015,39755.19
Portugal,2015,775.57
Puerto Rico,2015,104.21
Qatar,2015,47.25
Republic of Korea,2015,258698.83
Republic of South Africa,2015,1766.73
Romania,2015,3092.13
Russian Federation,2015,1020986.16
Saudi Arabia,2015,307.69
Senegal,2015,2.54
Serbia,2015,667.65
Seychelles,2015,82.1
Sierra Leone,2015,28.51
Singapore,2015,22108.78
Slovakia,2015,3166.58
Slovenia,2015,11070.22
Spain,2015,8217.62
Sri Lanka,2015,1186.45
Swaziland,2015,26.47
Sweden,2015,12760.03
Switzerland,2015,8440.78
Syrian Arab Republic,2015,1.21
Taiwan,2015,8734.33
Tajikistan,2015,8.5
Thailand,2015,33533.0
Tunisia,2015,633.9
Turkey,2015,28398.06
USA,2015,116493.27
Uganda,2015,0.0
Ukraine,2015,36877.96
United Arab Emirates,2015,1403.06
United Kingdom of Great Britain and Northern Ireland,2015,23684.87
Uruguay,2015,15.91
Uzbekistan,2015,4445.8
Vanuatu,2015,70.69
Venezuela,2015,0.81
Vietnam,2015,29133.01
Zimbabwe,2015,4.94
Afghanistan,2016,1.88
Albania,2016,103.94
Algeria,2016,2.41
Argentina,2016,1503.18
Armenia,2016,2.42
Aruba,2016,11.94
Australia,2016,52536.25
Austria,2016,11254.16
Azerbaijan,2016,142.7
Bahamas,2016,0.0
Bahrain,2016,0.0
Bangladesh,2016,6000.95
Belarus,2016,13076.33
Belgium,2016,5414.39
Bosnia and Herzegovina,2016,109.21
Brazil,2016,3971.68
Bulgaria,2016,2403.02
Cambodia,2016,738.74
Canada,2016,19183.57
Chad,2016,4.05
Chile,2016,809.38
China,2016,1061134.87
Colombia,2016,44.02
Costa Rica,2016,72.56
Croatia,2016,228.97
Cuba,2016,41.96
Cyprus,2016,609.08
Czech Republic,2016,8450.06
DPR Korea,2016,383.32
Denmark,2016,4265.56
Dominican Republic,2016,105.92
Ecuador,2016,518.9
Egypt,2016,361.69
El Salvador,2016,26.36
Estonia,2016,399.03
Ethiopia,2016,15.32
Fiji,2016,13.61
Finland,2016,12953.12
France,2016,19497.99
Georgia,2016,1008.4
Germany,2016,120024.69
Greece,2016,1293.77
Greenland,2016,0.0
Guatemala,2016,4345.08
Haiti,2016,0.16
Honduras,2016,7.26
Hungary,2016,8102.46
Iceland,2016,54.58
India,2016,24756.53
Indonesia,2016,11758.39
Iran,2016,84.09
Ireland,2016,3863.13
Israel,2016,906.87
Italy,2016,31991.1
Jamaica,2016,0.76
Japan,2016,330608.39
Jordan,2016,63.51
Kazakhstan,2016,29281.18
Kenya,2016,12.52
Kirgizstan,2016,940.82
Kuwait,2016,0.0
Lao PDR,2016,23.47
Latvia,2016,1586.34
Liechtenstein,2016,11.91
Lithuania,2016,1225.78
Luxemburg,2016,62.32
Macedonia,2016,3506.08
Madagascar,2016,10.72
Malaysia,2016,41075.58
Mali,2016,1.7
Malta,2016,35.66
Mauritania,2016,0.17
Mauritius,2016,11.96
Mexico,2016,9384.28
Moldavia,2016,564.14
Monaco,2016,7.07
Morocco,2016,941.67
Myanmar,2016,186.83
Namibia,2016,0.41
Nepal,2016,17.75
Netherlands,2016,12818.3
New Zealand,2016,8626.39
Nicaragua,2016,18.59
Norway,2016,486.79
Oman,2016,0.0
Pakistan,2016,1299.16
Peru,2016,160.32
Philippines,2016,4034.17
Poland,2016,40754.45
Portugal,2016,731.03
Puerto Rico,2016,148.09
Qatar,2016,25.08
Republic of Korea,2016,197888.96
Republic of South Africa,2016,1509.21
Romania,2016,3036.11
Russian Federation,2016,861889.1
Saudi Arabia,2016,56.72
Senegal,2016,0.02
Serbia,2016,978.73
Seychelles,2016,5.98
Sierra Leone,2016,3.97
Singapore,2016,14745.28
Slovakia,2016,1634.37
Slovenia,2016,12181.8
Spain,2016,14413.86
Sri Lanka,2016,1215.71
Swaziland,2016,209.71
Sweden,2016,25385.97
Switzerland,2016,9984.67
Syrian Arab Republic,2016,0.0
Taiwan,2016,6555.21
Tajikistan,2016,0.47
Thailand,2016,30198.93
Tunisia,2016,632.44
Turkey,2016,26000.5
USA,2016,139229.33
Uganda,2016,0.0
Ukraine,2016,35046.26
United Arab Emirates,2016,927.84
United Kingdom of Great Britain and Northern Ireland,2016,28200.83
Uruguay,2016,1.73
Uzbekistan,2016,603.55
Vanuatu,2016,0.0
Venezuela,2016,1.12
Vietnam,2016,40139.19
Zimbabwe,2016,0.69
Afghanistan,2017,0.97
Albania,2017,247.47
Algeria,2017,2.91
Argentina,2017,2144.89
Armenia,2017,48.79
Aruba,2017,0.0
Australia,2017,80488.03
Austria,2017,10089.51
Azerbaijan,2017,105.42
Bahamas,2017,1.28
Bahrain,2017,0.1
Bangladesh,2017,6732.6
Belarus,2017,26715.83
Belgium,2017,7625.02
Bosnia and Herzegovina,2017,118.01
Brazil,2017,7729.03
Bulgaria,2017,2014.65
Cambodia,2017,1134.33
Canada,2017,29870.28
Chad,2017,0.0
Chile,2017,917.55
China,2017,1427773.42
Colombia,2017,133.8
Costa Rica,2017,115.11
Croatia,2017,427.47
Cuba,2017,69.49
Cyprus,2017,471.29
Czech Republic,2017,10723.79
DPR Korea,2017,342.0
Denmark,2017,31332.77
Dominican Republic,2017,141.85
Ecuador,2017,1013.38
Egypt,2017,975.08
El Salvador,2017,500.47
Estonia,2017,393.04
Ethiopia,2017,29.99
Fiji,2017,85.49
Finland,2017,17413.35
France,2017,32417.9
Georgia,2017,1207.13
Germany,2017,128350.45
Greece,2017,1303.94
Greenland,2017,0.65
Guatemala,2017,4011.66
Haiti,2017,3.62
Honduras,2017,5.28
Hungary,2017,12157.1
Iceland,2017,10.97
India,2017,35878.01
Indonesia,2017,14449.44
Iran,2017,316.52
Ireland,2017,4938.39
Israel,2017,1134.41
Italy,2017,45840.61
Jamaica,2017,0.74
Japan,2017,363150.12
Jordan,2017,127.0
Kazakhstan,2017,34152.71
Kenya,2017,7.3
Kirgizstan,2017,378.43
Kuwait,2017,0.0
Lao PDR,2017,36.62
Latvia,2017,1420.6
Liechtenstein,2017,12.46
Lithuania,2017,2975.55
Luxemburg,2017,91.04
Macedonia,2017,2492.73
Madagascar,2017,15.23
Malaysia,2017,39988.27
Mali,2017,58.98
Malta,2017,22.32
Mauritania,2017,0.0
Mauritius,2017,11.39
Mexico,2017,14424.89
Moldavia,2017,704.89
Monaco,2017,1.13
Morocco,2017,1267.63
Myanmar,2017,559.62
Namibia,2017,65.22
Nepal,2017,7.18
Netherlands,2017,17095.39
New Zealand,2017,7300.03
Nicaragua,2017,1.13
Norway,2017,549.06
Oman,2017,20.0
Pakistan,2017,1515.84
Peru,2017,75.96
Philippines,2017,6689.13
Poland,2017,48350.0
Portugal,2017,855.54
Puerto Rico,2017,120.97
Qatar,2017,272.62
Republic of Korea,2017,197703.67
Republic of South Africa,2017,3055.79
Romania,2017,3266.47
Russian Federation,2017,1219188.22
Saudi Arabia,2017,225.08
Senegal,2017,0.35
Serbia,2017,806.72
Seychelles,2017,0.0
Sierra Leone,2017,0.0
Singapore,2017,17491.74
Slovakia,2017,2214.03
Slovenia,2017,13012.92
Spain,2017,15166.68
Sri Lanka,2017,1389.86
Swaziland,2017,14.59
Sweden,2017,32747.64
Switzerland,2017,13533.12
Syrian Arab Republic,2017,0.0
Taiwan,2017,7107.63
Tajikistan,2017,4.22
Thailand,2017,28852.33
Tunisia,2017,782.34
Turkey,2017,29095.75
USA,2017,208442.45
Uganda,2017,0.89
Ukraine,2017,27312.47
United Arab Emirates,2017,1945.8
United Kingdom of Great Britain and Northern Ireland,2017,29364.84
Uruguay,2017,21.45
Uzbekistan,2017,821.8
Vanuatu,2017,0.0
Venezuela,2017,2.49
Vietnam,2017,39798.76
Zimbabwe,2017,0.06
Afghanistan,2018,0.0
Albania,2018,309.75
Algeria,2018,7.21
Argentina,2018,2853.99
Armenia,2018,80.14
Aruba,2018,0.0
Australia,2018,107346.59
Austria,2018,19443.62
Azerbaijan,2018,117.52
Bahamas,2018,0.87
Bahrain,2018,1.4
Bangladesh,2018,6823.65
Belarus,2018,20693.46
Belgium,2018,12447.12
Bosnia and Herzegovina,2018,525.52
Brazil,2018,11931.53
Bulgaria,2018,2643.31
Cambodia,2018,1311.65
Canada,2018,38989.22
Chad,2018,0.0
Chile,2018,1984.81
China,2018,1994813.72
Colombia,2018,87.64
Costa Rica,2018,188.14
Croatia,2018,551.07
Cuba,2018,213.78
Cyprus,2018,478.89
Czech Republic,2018,9420.68
DPR Korea,2018,478.37
Denmark,2018,19329.7
Dominican Republic,2018,82.61
Ecuador,2018,767.61
Egypt,2018,3080.71
El Salvador,2018,720.96
Estonia,2018,1375.12
Ethiopia,2018,69.58
Fiji,2018,55.69
Finland,2018,17735.48
France,2018,39145.29
Georgia,2018,1562.59
Germany,2018,168737.05
Greece,2018,1621.01
Greenland,2018,4.17
Guatemala,2018,3949.33
Haiti,2018,1.3
Honduras,2018,3.39
Hungary,2018,11895.09
Iceland,2018,0.99
India,2018,51751.59
Indonesia,2018,17919.97
Iran,2018,447.85
Ireland,2018,8612.68
Israel,2018,1375.78
Italy,2018,54726.57
Jamaica,2018,1.68
Japan,2018,561042.29
Jordan,2018,62.59
Kazakhstan,2018,32186.02
Kenya,2018,38.55
Kirgizstan,2018,531.92
Kuwait,2018,8.5
Lao PDR,2018,108.53
Latvia,2018,1825.06
Liechtenstein,2018,15.63
Lithuania,2018,4661.91
Luxemburg,2018,476.77
Macedonia,2018,3506.98
Madagascar,2018,8.7
Malaysia,2018,50277.53
Mali,2018,3.93
Malta,2018,24.75
Mauritania,2018,2.29
Mauritius,2018,478.72
Mexico,2018,11906.31
Moldavia,2018,841.83
Monaco,2018,1.21
Morocco,2018,1222.21
Myanmar,2018,571.89
Namibia,2018,0.0
Nepal,2018,31.22
Netherlands,2018,22490.06
New Zealand,2018,7410.7
Nicaragua,2018,2.23
Norway,2018,998.97
Oman,2018,3.08
Pakistan,2018,1586.41
Peru,2018,130.45
Philippines,2018,6534.97
Poland,2018,58027.07
Portugal,2018,1176.1
Puerto Rico,2018,83.17
Qatar,2018,6.2
Republic of Korea,2018,262366.03
Republic of South Africa,2018,6067.54
Romania,2018,4141.03
Russian Federation,2018,1710347.31
Saudi Arabia,2018,2266.06
Senegal,2018,0.2
Serbia,2018,671.48
Seychelles,2018,1.8
Sierra Leone,2018,8.4
Singapore,2018,27629.39
Slovakia,2018,2950.25
Slovenia,2018,23178.29
Spain,2018,17621.58
Sri Lanka,2018,1450.14
Swaziland,2018,9.91
Sweden,2018,39084.73
Switzerland,2018,16226.61
Syrian Arab Republic,2018,3.31
Taiwan,2018,13354.19
Tajikistan,2018,7.5
Thailand,2018,34439.99
Tunisia,2018,1048.83
Turkey,2018,39155.01
USA,2018,211464.25
Uganda,2018,0.0
Ukraine,2018,38555.83
United Arab Emirates,2018,3397.21
United Kingdom of Great Britain and Northern Ireland,2018,31944.51
Uruguay,2018,82.94
Uzbekistan,2018,1772.65
Vanuatu,2018,0.45
Venezuela,2018,0.0
Vietnam,2018,48951.0
Zimbabwe,2018,0.0
Afghanistan,2019,0.0
Albania,2019,293.56
Algeria,2019,5.12
Argentina,2019,3100.86
Armenia,2019,132.15
Aruba,2019,0.1
Australia,2019,126074.20000000001
Austria,2019,34477.46
Azerbaijan,2019,78.48
Bahamas,2019,23.12
Bahrain,2019,0.37
Bangladesh,2019,6862.41
Belarus,2019,33702.07
Belgium,2019,9418.44
Bosnia and Herzegovina,2019,308.68
Brazil,2019,34896.75
Bulgaria,2019,2534.36
Cambodia,2019,1301.15
Canada,2019,46672.34
Chad,2019,0.0
Chile,2019,1639.46
China,2019,2060795.23
Colombia,2019,67.2
Costa Rica,2019,336.14
Croatia,2019,533.37
Cuba,2019,120.0
Cyprus,2019,457.58
Czech Republic,2019,9642.65
DPR Korea,2019,488.03
Denmark,2019,4304.69
Dominican Republic,2019,150.94
Ecuador,2019,486.63
Egypt,2019,878.14
El Salvador,2019,83.42
Estonia,2019,766.81
Ethiopia,2019,42.01
Fiji,2019,58.18
Finland,2019,17291.03
France,2019,37337.25
Georgia,2019,1360.37
Germany,2019,188872.68
Greece,2019,1947.58
Greenland,2019,2.58
Guatemala,2019,1099.08
Haiti,2019,2.19
Honduras,2019,16.76
Hungary,2019,9702.47
Iceland,2019,233.44
India,2019,37143.22
Indonesia,2019,21262.86
Iran,2019,645.9
Ireland,2019,7673.95
Israel,2019,1494.43
Italy,2019,60052.86
Jamaica,2019,7.03
Japan,2019,585477.31
Jordan,2019,110.17
Kazakhstan,2019,29107.96
Kenya,2019,24.52
Kirgizstan,2019,338.62
Kuwait,2019,0.0
Lao PDR,2019,179.88
Latvia,2019,2279.62
Liechtenstein,2019,13.35
Lithuania,2019,4481.35
Luxemburg,2019,128.06
Macedonia,2019,7263.28
Madagascar,2019,23.8
Malaysia,2019,52485.56
Mali,2019,112.81
Malta,2019,21.13
Mauritania,2019,1.7
Mauritius,2019,227.8
Mexico,2019,15020.34
Moldavia,2019,1244.38
Monaco,2019,9.19
Morocco,2019,1593.83
Myanmar,2019,833.93
Namibia,2019,1.13
Nepal,2019,43.85
Netherlands,2019,14878.83
New Zealand,2019,11858.55
Nicaragua,2019,2.62
Norway,2019,833.73
Oman,2019,6.49
Pakistan,2019,2185.67
Peru,2019,146.19
Philippines,2019,6179.48
Poland,2019,64450.58
Portugal,2019,1367.33
Puerto Rico,2019,58.14
Qatar,2019,10.94
Republic of Korea,2019,267035.49
Republic of South Africa,2019,5406.89
Romania,2019,3731.68
Russian Federation,2019,1729860.98
Saudi Arabia,2019,63.06
Senegal,2019,0.21
Serbia,2019,2578.07
Seychelles,2019,0.0
Sierra Leone,2019,0.94
Singapore,2019,22280.47
Slovakia,2019,2957.6
Slovenia,2019,16991.3
Spain,2019,17206.35
Sri Lanka,2019,1336.59
Swaziland,2019,333.03
Sweden,2019,42050.43
Switzerland,2019,24352.59
Syrian Arab Republic,2019,2.02
Taiwan,2019,10826.84
Tajikistan,2019,10.32
Thailand,2019,37032.71
Tunisia,2019,743.73
Turkey,2019,40657.73
USA,2019,289571.65
Uganda,2019,0.31
Ukraine,2019,29607.45
United Arab Emirates,2019,2483.96
United Kingdom of Great Britain and Northern Ireland,2019,30966.87
Uruguay,2019,148.22
Uzbekistan,2019,2025.35
Vanuatu,2019,0.0
Venezuela,2019,32.54
Vietnam,2019,56968.66
Zimbabwe,2019,0.0
Afghanistan,2020,0.0
Albania,2020,207.95
Algeria,2020,35.99
Argentina,2020,3112.08
Armenia,2020,1121.89
Aruba,2020,0.0
Australia,2020,102832.48000000001
Austria,2020,34506.72
Azerbaijan,2020,193.53
Bahamas,2020,0.08
Bahrain,2020,1.83
Bangladesh,2020,7038.96
Belarus,2020,52025.4
Belgium,2020,12661.27
Bosnia and Herzegovina,2020,158.21
Brazil,2020,4776.09
Bulgaria,2020,2332.62
Cambodia,2020,1113.91
Canada,2020,22158.58
Chad,2020,0.0
Chile,2020,1094.62
China,2020,1910259.01
Colombia,2020,84.59
Costa Rica,2020,236.93
Croatia,2020,461.18
Cuba,2020,30.84
Cyprus,2020,483.21
Czech Republic,2020,14815.49
DPR Korea,2020,52.0
Denmark,2020,5317.69
Dominican Republic,2020,98.26
Ecuador,2020,415.25
Egypt,2020,618.23
El Salvador,2020,60.36
Estonia,2020,790.5
Ethiopia,2020,35.4
Fiji,2020,32.2
Finland,2020,23186.57
France,2020,32479.6
Georgia,2020,1638.1
Germany,2020,184773.93
Greece,2020,1703.69
Greenland,2020,0.0
Guatemala,2020,27.31
Haiti,2020,4.87
Honduras,2020,3.41
Hungary,2020,9078.95
Iceland,2020,0.0
India,2020,34608.2
Indonesia,2020,24262.74
Iran,2020,575.52
Ireland,2020,11402.23
Israel,2020,2290.14
Italy,2020,40694.12
Jamaica,2020,4.15
Japan,2020,406712.86
Jordan,2020,195.54
Kazakhstan,2020,17989.22
Kenya,2020,118.55
Kirgizstan,2020,500.98
Kuwait,2020,0.0
Lao PDR,2020,762.86
Latvia,2020,2764.64
Liechtenstein,2020,9.97
Lithuania,2020,4002.13
Luxemburg,2020,154.6
Macedonia,2020,89.35
Madagascar,2020,13.89
Malaysia,2020,50084.91
Mali,2020,0.0
Malta,2020,3680.02
Mauritania,2020,0.0
Mauritius,2020,5.4
Mexico,2020,11990.28
Moldavia,2020,925.85
Monaco,2020,0.93
Morocco,2020,725.33
Myanmar,2020,988.36
Namibia,2020,28.52
Nepal,2020,1.71
Netherlands,2020,16725.18
New Zealand,2020,13018.52
Nicaragua,2020,14.93
Norway,2020,2620.55
Oman,2020,0.0
Pakistan,2020,2450.79
Peru,2020,102.44
Philippines,2020,4933.65
Poland,2020,56646.3
Portugal,2020,979.98
Puerto Rico,2020,43.25
Qatar,2020,0.85
Republic of Korea,2020,235769.08
Republic of South Africa,2020,3176.34
Romania,2020,6266.03
Russian Federation,2020,1399962.3
Saudi Arabia,2020,1.3
Senegal,2020,0.79
Serbia,2020,3216.21
Seychelles,2020,0.71
Sierra Leone,2020,5.65
Singapore,2020,16794.86
Slovakia,2020,3085.26
Slovenia,2020,14670.75
Spain,2020,11137.48
Sri Lanka,2020,2570.96
Swaziland,2020,14.38
Sweden,2020,39343.8
Switzerland,2020,35111.86
Syrian Arab Republic,2020,0.09
Taiwan,2020,10216.44
Tajikistan,2020,0.25
Thailand,2020,34206.36
Tunisia,2020,672.61
Turkey,2020,37321.58
USA,2020,245357.16
Uganda,2020,0.0
Ukraine,2020,28882.07
United Arab Emirates,2020,2267.24
United Kingdom of Great Britain and Northern Ireland,2020,32959.19
Uruguay,2020,198.67
Uzbekistan,2020,2506.73
Vanuatu,2020,0.0
Venezuela,2020,11.97
Vietnam,2020,56052.34
Zimbabwe,2020,0.0
Afghanistan,2021,15.33
Albania,2021,202.91
Algeria,2021,72.68
Argentina,2021,4155.14
Armenia,2021,532.36
Aruba,2021,0.0
Australia,2021,108057.69
Austria,2021,31082.88
Azerbaijan,2021,376.03
Bahamas,2021,0.07
Bahrain,2021,0.0
Bangladesh,2021,8281.74
Belarus,2021,44118.77
Belgium,2021,30564.04
Bosnia and Herzegovina,2021,200.51
Brazil,2021,7154.88
Bulgaria,2021,3362.81
Cambodia,2021,859.48
Canada,2021,24433.77
Chad,2021,0.0
Chile,2021,1353.64
China,2021,2520024.77
Colombia,2021,380.29
Costa Rica,2021,593.17
Croatia,2021,727.79
Cuba,2021,62.48
Cyprus,2021,430.13
Czech Republic,2021,12139.57
DPR Korea,2021,0.02
Denmark,2021,7238.44
Dominican Republic,2021,139.99
Ecuador,2021,2065.24
Egypt,2021,1070.48
El Salvador,2021,53.76
Estonia,2021,1439.57
Ethiopia,2021,107.46
Fiji,2021,49.34
Finland,2021,34301.83
France,2021,68872.56
Georgia,2021,2596.5
Germany,2021,223251.1
Greece,2021,1801.33
Greenland,2021,0.0
Guatemala,2021,1794.41
Haiti,2021,1.89
Honduras,2021,6.45
Hungary,2021,10768.78
Iceland,2021,22.88
India,2021,63618.43
Indonesia,2021,24951.4
Iran,2021,1249.66
Ireland,2021,9768.9
Israel,2021,1418.91
Italy,2021,61384.47
Jamaica,2021,4.23
Japan,2021,453169.13
Jordan,2021,157.17
Kazakhstan,2021,18896.88
Kenya,2021,125.88
Kirgizstan,2021,1439.4
Kuwait,2021,0.0
Lao PDR,2021,170.46
Latvia,2021,4959.25
Liechtenstein,2021,62.88
Lithuania,2021,6236.06
Luxemburg,2021,113.4
Macedonia,2021,230.52
Madagascar,2021,32.36
Malaysia,2021,65546.17
Mali,2021,0.0
Malta,2021,33.24
Mauritania,2021,1.78
Mauritius,2021,18.81
Mexico,2021,14687.4
Moldavia,2021,1988.35
Monaco,2021,4.31
Morocco,2021,1491.51
Myanmar,2021,854.25
Namibia,2021,1.32
Nepal,2021,0.07
Netherlands,2021,21935.97
New Zealand,2021,10966.21
Nicaragua,2021,41.1
Norway,2021,704.22
Oman,2021,0.0
Pakistan,2021,3242.04
Peru,2021,176.68
Philippines,2021,6052.74
Poland,2021,83357.44
Portugal,2021,1330.97
Puerto Rico,2021,109.97
Qatar,2021,2.95
Republic of Korea,2021,308746.61
Republic of South Africa,2021,3182.42
Romania,2021,8181.12
Russian Federation,2021,1955192.92
Saudi Arabia,2021,832.81
