Indicator,Region,Month,value
 Hay,Uvs,2022-07,
 Hay,Uvs,2022-06,
 Hay,Uvs,2022-05,
 Hay,Uvs,2022-04,
 Hay,Uvs,2022-03,
 Hay,Uvs,2022-02,
 Hay,Uvs,2022-01,
 Hay,Uvs,2021-12,
 Hay,Uvs,2021-11,
 Hay,Uvs,2021-10,
 Hay,Uvs,2021-09,180000.0
 Hay,Uvs,2021-08,
 Hay,Uvs,2021-07,
 Hay,Uvs,2021-06,
 Hay,Uvs,2021-05,
 Hay,Uvs,2021-04,
 Hay,Uvs,2021-03,150000.0
 Hay,Uvs,2021-02,90000.0
 Hay,Uvs,2021-01,
 Hay,Uvs,2020-12,
 Hay,Uvs,2020-11,
 Hay,Uvs,2020-10,
 Hay,Uvs,2020-09,100000.0
 Hay,Uvs,2020-08,
 Hay,Uvs,2020-07,
 Hay,Uvs,2020-06,
 Hay,Uvs,2020-05,
 Hay,Uvs,2020-04,
 Hay,Uvs,2020-03,
 Hay,Uvs,2020-02,150000.0
 Hay,Uvs,2020-01,200000.0
 Hay,Uvs,2019-12,102750.0
 Hay,Uvs,2019-11,
 Hay,Uvs,2019-10,210000.0
 Hay,Uvs,2019-09,150000.0
 Hay,Uvs,2019-08,200000.0
 Hay,Uvs,2019-07,
 Hay,Uvs,2019-06,
 Hay,Uvs,2019-05,
 Hay,Uvs,2019-04,140000.0
 Hay,Uvs,2019-03,140000.0
 Hay,Uvs,2019-02,150000.0
 Hay,Uvs,2019-01,150000.0
 Hay,Uvs,2018-12,135000.0
 Hay,Khovd,2025-12,700000.0
 Hay,Khovd,2025-11,
 Hay,Khovd,2025-10,
 Hay,Khovd,2025-09,400000.0
 Hay,Khovd,2025-08,375000.0
 Hay,Khovd,2025-07,
 Hay,Khovd,2025-06,
 Hay,Khovd,2025-05,150000.0
 Hay,Khovd,2025-04,500000.0
 Hay,Khovd,2025-03,225000.0
 Hay,Khovd,2025-02,
 Hay,Khovd,2025-01,
 Hay,Khovd,2024-12,
 Hay,Khovd,2024-11,
 Hay,Khovd,2024-10,
 Hay,Khovd,2024-09,
 Hay,Khovd,2024-08,
 Hay,Khovd,2024-07,
 Hay,Khovd,2024-06,
 Hay,Khovd,2024-05,
 Hay,Khovd,2024-04,
 Hay,Khovd,2024-03,
 Hay,Khovd,2024-02,
 Hay,Khovd,2024-01,
 Hay,Khovd,2023-12,
 Hay,Khovd,2023-11,
 Hay,Khovd,2023-10,
 Hay,Khovd,2023-09,
 Hay,Khovd,2023-08,
 Hay,Khovd,2023-07,
 Hay,Khovd,2023-06,
 Hay,Khovd,2023-05,
 Hay,Khovd,2023-04,
 Hay,Khovd,2023-03,
 Hay,Khovd,2023-02,
 Hay,Khovd,2023-01,
 Hay,Khovd,2022-12,
 Hay,Khovd,2022-11,
 Hay,Khovd,2022-10,
 Hay,Khovd,2022-09,
 Hay,Khovd,2022-08,
 Hay,Khovd,2022-07,
 Hay,Khovd,2022-06,
 Hay,Khovd,2022-05,
 Hay,Khovd,2022-04,
 Hay,Khovd,2022-03,
 Hay,Khovd,2022-02,200000.0
 Hay,Khovd,2022-01,
 Hay,Khovd,2021-12,
 Hay,Khovd,2021-11,
 Hay,Khovd,2021-10,
 Hay,Khovd,2021-09,120000.0
 Hay,Khovd,2021-08,
 Hay,Khovd,2021-07,
 Hay,Khovd,2021-06,
 Hay,Khovd,2021-05,200000.0
 Hay,Khovd,2021-04,300000.0
 Hay,Khovd,2021-03,300000.0
 Hay,Khovd,2021-02,
 Hay,Khovd,2021-01,200000.0
 Hay,Khovd,2020-12,
 Hay,Khovd,2020-11,
 Hay,Khovd,2020-10,180000.0
 Hay,Khovd,2020-09,
 Hay,Khovd,2020-08,
 Hay,Khovd,2020-07,
 Hay,Khovd,2020-06,
 Hay,Khovd,2020-05,
 Hay,Khovd,2020-04,
 Hay,Khovd,2020-03,80000.0
 Hay,Khovd,2020-02,75000.0
 Hay,Khovd,2020-01,100000.0
 Hay,Khovd,2019-12,
 Hay,Khovd,2019-11,
 Hay,Khovd,2019-10,
 Hay,Khovd,2019-09,
 Hay,Khovd,2019-08,
 Hay,Khovd,2019-07,
 Hay,Khovd,2019-06,
 Hay,Khovd,2019-05,170000.0
 Hay,Khovd,2019-04,170000.0
 Hay,Khovd,2019-03,170000.0
 Hay,Khovd,2019-02,165000.0
 Hay,Khovd,2019-01,165000.0
 Hay,Khovd,2018-12,180000.0
 Hay,Khangai region,2025-12,
 Hay,Khangai region,2025-11,
 Hay,Khangai region,2025-10,
 Hay,Khangai region,2025-09,
 Hay,Khangai region,2025-08,
 Hay,Khangai region,2025-07,
 Hay,Khangai region,2025-06,
 Hay,Khangai region,2025-05,
 Hay,Khangai region,2025-04,
 Hay,Khangai region,2025-03,
 Hay,Khangai region,2025-02,
 Hay,Khangai region,2025-01,
 Hay,Khangai region,2024-12,
 Hay,Khangai region,2024-11,
 Hay,Khangai region,2024-10,
 Hay,Khangai region,2024-09,
 Hay,Khangai region,2024-08,
 Hay,Khangai region,2024-07,
 Hay,Khangai region,2024-06,
 Hay,Khangai region,2024-05,
 Hay,Khangai region,2024-04,
 Hay,Khangai region,2024-03,
 Hay,Khangai region,2024-02,
 Hay,Khangai region,2024-01,
 Hay,Khangai region,2023-12,
 Hay,Khangai region,2023-11,
 Hay,Khangai region,2023-10,
 Hay,Khangai region,2023-09,
 Hay,Khangai region,2023-08,
 Hay,Khangai region,2023-07,
 Hay,Khangai region,2023-06,
 Hay,Khangai region,2023-05,
 Hay,Khangai region,2023-04,
 Hay,Khangai region,2023-03,
 Hay,Khangai region,2023-02,
 Hay,Khangai region,2023-01,
 Hay,Khangai region,2022-12,
 Hay,Khangai region,2022-11,
 Hay,Khangai region,2022-10,
 Hay,Khangai region,2022-09,
 Hay,Khangai region,2022-08,
 Hay,Khangai region,2022-07,
 Hay,Khangai region,2022-06,
 Hay,Khangai region,2022-05,
 Hay,Khangai region,2022-04,
 Hay,Khangai region,2022-03,
 Hay,Khangai region,2022-02,
 Hay,Khangai region,2022-01,
 Hay,Khangai region,2021-12,
 Hay,Khangai region,2021-11,
 Hay,Khangai region,2021-10,
 Hay,Khangai region,2021-09,
 Hay,Khangai region,2021-08,
 Hay,Khangai region,2021-07,
 Hay,Khangai region,2021-06,
 Hay,Khangai region,2021-05,
 Hay,Khangai region,2021-04,
 Hay,Khangai region,2021-03,
 Hay,Khangai region,2021-02,
 Hay,Khangai region,2021-01,
 Hay,Khangai region,2020-12,
 Hay,Khangai region,2020-11,
 Hay,Khangai region,2020-10,
 Hay,Khangai region,2020-09,
 Hay,Khangai region,2020-08,
 Hay,Khangai region,2020-07,
 Hay,Khangai region,2020-06,
 Hay,Khangai region,2020-05,
 Hay,Khangai region,2020-04,
 Hay,Khangai region,2020-03,
 Hay,Khangai region,2020-02,
 Hay,Khangai region,2020-01,
 Hay,Khangai region,2019-12,
 Hay,Khangai region,2019-11,
 Hay,Khangai region,2019-10,
 Hay,Khangai region,2019-09,
 Hay,Khangai region,2019-08,
 Hay,Khangai region,2019-07,
 Hay,Khangai region,2019-06,
 Hay,Khangai region,2019-05,
 Hay,Khangai region,2019-04,
 Hay,Khangai region,2019-03,
 Hay,Khangai region,2019-02,
 Hay,Khangai region,2019-01,
 Hay,Khangai region,2018-12,
 Hay,Arkhangai,2025-12,
 Hay,Arkhangai,2025-11,
 Hay,Arkhangai,2025-10,
 Hay,Arkhangai,2025-09,
 Hay,Arkhangai,2025-08,
 Hay,Arkhangai,2025-07,
 Hay,Arkhangai,2025-06,
 Hay,Arkhangai,2025-05,
 Hay,Arkhangai,2025-04,
 Hay,Arkhangai,2025-03,
 Hay,Arkhangai,2025-02,
 Hay,Arkhangai,2025-01,
 Hay,Arkhangai,2024-12,
 Hay,Arkhangai,2024-11,
 Hay,Arkhangai,2024-10,
 Hay,Arkhangai,2024-09,
 Hay,Arkhangai,2024-08,
 Hay,Arkhangai,2024-07,
 Hay,Arkhangai,2024-06,
 Hay,Arkhangai,2024-05,
 Hay,Arkhangai,2024-04,
 Hay,Arkhangai,2024-03,
 Hay,Arkhangai,2024-02,
 Hay,Arkhangai,2024-01,
 Hay,Arkhangai,2023-12,
 Hay,Arkhangai,2023-11,
 Hay,Arkhangai,2023-10,
 Hay,Arkhangai,2023-09,
 Hay,Arkhangai,2023-08,
 Hay,Arkhangai,2023-07,
 Hay,Arkhangai,2023-06,
 Hay,Arkhangai,2023-05,
 Hay,Arkhangai,2023-04,
 Hay,Arkhangai,2023-03,
 Hay,Arkhangai,2023-02,
 Hay,Arkhangai,2023-01,
 Hay,Arkhangai,2022-12,
 Hay,Arkhangai,2022-11,200000.0
 Hay,Arkhangai,2022-10,200000.0
 Hay,Arkhangai,2022-09,
 Hay,Arkhangai,2022-08,
 Hay,Arkhangai,2022-07,
 Hay,Arkhangai,2022-06,
 Hay,Arkhangai,2022-05,
 Hay,Arkhangai,2022-04,
 Hay,Arkhangai,2022-03,150000.0
 Hay,Arkhangai,2022-02,150000.0
 Hay,Arkhangai,2022-01,150000.0
 Hay,Arkhangai,2021-12,200000.0
 Hay,Arkhangai,2021-11,200000.0
 Hay,Arkhangai,2021-10,175000.0
 Hay,Arkhangai,2021-09,250000.0
 Hay,Arkhangai,2021-08,250000.0
 Hay,Arkhangai,2021-07,
 Hay,Arkhangai,2021-06,
 Hay,Arkhangai,2021-05,
 Hay,Arkhangai,2021-04,
 Hay,Arkhangai,2021-03,
 Hay,Arkhangai,2021-02,150000.0
 Hay,Arkhangai,2021-01,225000.0
 Hay,Arkhangai,2020-12,250000.0
 Hay,Arkhangai,2020-11,170000.0
 Hay,Arkhangai,2020-10,220000.0
 Hay,Arkhangai,2020-09,200000.0
 Hay,Arkhangai,2020-08,
 Hay,Arkhangai,2020-07,
 Hay,Arkhangai,2020-06,
 Hay,Arkhangai,2020-05,
 Hay,Arkhangai,2020-04,130000.0
 Hay,Arkhangai,2020-03,130000.0
 Hay,Arkhangai,2020-02,120000.0
 Hay,Arkhangai,2020-01,100000.0
 Hay,Arkhangai,2019-12,
 Hay,Arkhangai,2019-11,
 Hay,Arkhangai,2019-10,
 Hay,Arkhangai,2019-09,130000.0
 Hay,Arkhangai,2019-08,120000.0
 Hay,Arkhangai,2019-07,
 Hay,Arkhangai,2019-06,
 Hay,Arkhangai,2019-05,
 Hay,Arkhangai,2019-04,
 Hay,Arkhangai,2019-03,
 Hay,Arkhangai,2019-02,80000.0
 Hay,Arkhangai,2019-01,250000.0
 Hay,Arkhangai,2018-12,250000.0
 Hay,Bayankhongor,2025-12,
 Hay,Bayankhongor,2025-11,
 Hay,Bayankhongor,2025-10,
 Hay,Bayankhongor,2025-09,
 Hay,Bayankhongor,2025-08,
 Hay,Bayankhongor,2025-07,
 Hay,Bayankhongor,2025-06,
 Hay,Bayankhongor,2025-05,
 Hay,Bayankhongor,2025-04,
 Hay,Bayankhongor,2025-03,
 Hay,Bayankhongor,2025-02,
 Hay,Bayankhongor,2025-01,
 Hay,Bayankhongor,2024-12,
 Hay,Bayankhongor,2024-11,
 Hay,Bayankhongor,2024-10,
 Hay,Bayankhongor,2024-09,
 Hay,Bayankhongor,2024-08,
 Hay,Bayankhongor,2024-07,
 Hay,Bayankhongor,2024-06,
 Hay,Bayankhongor,2024-05,
 Hay,Bayankhongor,2024-04,
 Hay,Bayankhongor,2024-03,
 Hay,Bayankhongor,2024-02,
 Hay,Bayankhongor,2024-01,
 Hay,Bayankhongor,2023-12,
 Hay,Bayankhongor,2023-11,
 Hay,Bayankhongor,2023-10,
 Hay,Bayankhongor,2023-09,
 Hay,Bayankhongor,2023-08,
 Hay,Bayankhongor,2023-07,
 Hay,Bayankhongor,2023-06,
 Hay,Bayankhongor,2023-05,
 Hay,Bayankhongor,2023-04,
 Hay,Bayankhongor,2023-03,
 Hay,Bayankhongor,2023-02,
 Hay,Bayankhongor,2023-01,
 Hay,Bayankhongor,2022-12,
 Hay,Bayankhongor,2022-11,
 Hay,Bayankhongor,2022-10,
 Hay,Bayankhongor,2022-09,450000.0
 Hay,Bayankhongor,2022-08,
 Hay,Bayankhongor,2022-07,
 Hay,Bayankhongor,2022-06,
 Hay,Bayankhongor,2022-05,
 Hay,Bayankhongor,2022-04,
 Hay,Bayankhongor,2022-03,
 Hay,Bayankhongor,2022-02,
 Hay,Bayankhongor,2022-01,
 Hay,Bayankhongor,2021-12,
 Hay,Bayankhongor,2021-11,
 Hay,Bayankhongor,2021-10,
 Hay,Bayankhongor,2021-09,
 Hay,Bayankhongor,2021-08,
 Hay,Bayankhongor,2021-07,
 Hay,Bayankhongor,2021-06,
 Hay,Bayankhongor,2021-05,
 Hay,Bayankhongor,2021-04,
 Hay,Bayankhongor,2021-03,
 Hay,Bayankhongor,2021-02,
 Hay,Bayankhongor,2021-01,
 Hay,Bayankhongor,2020-12,
 Hay,Bayankhongor,2020-11,
 Hay,Bayankhongor,2020-10,
 Hay,Bayankhongor,2020-09,
 Hay,Bayankhongor,2020-08,
 Hay,Bayankhongor,2020-07,
 Hay,Bayankhongor,2020-06,
 Hay,Bayankhongor,2020-05,
 Hay,Bayankhongor,2020-04,
 Hay,Bayankhongor,2020-03,
 Hay,Bayankhongor,2020-02,
 Hay,Bayankhongor,2020-01,
 Hay,Bayankhongor,2019-12,
 Hay,Bayankhongor,2019-11,
 Hay,Bayankhongor,2019-10,
 Hay,Bayankhongor,2019-09,
 Hay,Bayankhongor,2019-08,
 Hay,Bayankhongor,2019-07,
 Hay,Bayankhongor,2019-06,
 Hay,Bayankhongor,2019-05,
 Hay,Bayankhongor,2019-04,
 Hay,Bayankhongor,2019-03,
 Hay,Bayankhongor,2019-02,
 Hay,Bayankhongor,2019-01,
 Hay,Bayankhongor,2018-12,
 Hay,Bulgan,2025-12,
 Hay,Bulgan,2025-11,
 Hay,Bulgan,2025-10,
 Hay,Bulgan,2025-09,
 Hay,Bulgan,2025-08,
 Hay,Bulgan,2025-07,
 Hay,Bulgan,2025-06,
 Hay,Bulgan,2025-05,
 Hay,Bulgan,2025-04,
 Hay,Bulgan,2025-03,
 Hay,Bulgan,2025-02,
 Hay,Bulgan,2025-01,
 Hay,Bulgan,2024-12,
 Hay,Bulgan,2024-11,
 Hay,Bulgan,2024-10,200000.0
 Hay,Bulgan,2024-09,266667.0
 Hay,Bulgan,2024-08,200000.0
 Hay,Bulgan,2024-07,
 Hay,Bulgan,2024-06,
 Hay,Bulgan,2024-05,
 Hay,Bulgan,2024-04,
 Hay,Bulgan,2024-03,
 Hay,Bulgan,2024-02,
 Hay,Bulgan,2024-01,
 Hay,Bulgan,2023-12,150000.0
 Hay,Bulgan,2023-11,133333.0
 Hay,Bulgan,2023-10,133333.0
 Hay,Bulgan,2023-09,161250.0
 Hay,Bulgan,2023-08,
 Hay,Bulgan,2023-07,
 Hay,Bulgan,2023-06,
 Hay,Bulgan,2023-05,150000.0
 Hay,Bulgan,2023-04,136667.0
 Hay,Bulgan,2023-03,150000.0
 Hay,Bulgan,2023-02,150000.0
 Hay,Bulgan,2023-01,150000.0
 Hay,Bulgan,2022-12,150000.0
 Hay,Bulgan,2022-11,129000.0
 Hay,Bulgan,2022-10,150000.0
 Hay,Bulgan,2022-09,145000.0
 Hay,Bulgan,2022-08,150000.0
 Hay,Bulgan,2022-07,150000.0
 Hay,Bulgan,2022-06,137500.0
 Hay,Bulgan,2022-05,137500.0
 Hay,Bulgan,2022-04,162500.0
 Hay,Bulgan,2022-03,133333.0
 Hay,Bulgan,2022-02,140000.0
 Hay,Bulgan,2022-01,135000.0
 Hay,Bulgan,2021-12,138000.0
 Hay,Bulgan,2021-11,118000.0
 Hay,Bulgan,2021-10,130000.0
 Hay,Bulgan,2021-09,132500.0
 Hay,Bulgan,2021-08,115000.0
 Hay,Bulgan,2021-07,
 Hay,Bulgan,2021-06,115000.0
 Hay,Bulgan,2021-05,115000.0
 Hay,Bulgan,2021-04,102500.0
 Hay,Bulgan,2021-03,125000.0
 Hay,Bulgan,2021-02,105000.0
 Hay,Bulgan,2021-01,135000.0
 Hay,Bulgan,2020-12,103333.0
 Hay,Bulgan,2020-11,135000.0
 Hay,Bulgan,2020-10,135000.0
 Hay,Bulgan,2020-09,143333.0
 Hay,Bulgan,2020-08,50000.0
 Hay,Bulgan,2020-07,50000.0
 Hay,Bulgan,2020-06,50000.0
 Hay,Bulgan,2020-05,100000.0
 Hay,Bulgan,2020-04,100000.0
 Hay,Bulgan,2020-03,100000.0
 Hay,Bulgan,2020-02,127500.0
 Hay,Bulgan,2020-01,110000.0
 Hay,Bulgan,2019-12,86250.0
 Hay,Bulgan,2019-11,113000.0
 Hay,Bulgan,2019-10,115000.0
 Hay,Bulgan,2019-09,118000.0
 Hay,Bulgan,2019-08,150000.0
 Hay,Bulgan,2019-07,50000.0
 Hay,Bulgan,2019-06,65000.0
 Hay,Bulgan,2019-05,93000.0
 Hay,Bulgan,2019-04,85000.0
 Hay,Bulgan,2019-03,
 Hay,Bulgan,2019-02,87000.0
 Hay,Bulgan,2019-01,87000.0
 Hay,Bulgan,2018-12,110000.0
 Hay,Uvurkhangai,2025-12,
 Hay,Uvurkhangai,2025-11,
 Hay,Uvurkhangai,2025-10,
 Hay,Uvurkhangai,2025-09,
 Hay,Uvurkhangai,2025-08,
 Hay,Uvurkhangai,2025-07,
 Hay,Uvurkhangai,2025-06,
 Hay,Uvurkhangai,2025-05,
 Hay,Uvurkhangai,2025-04,
 Hay,Uvurkhangai,2025-03,
 Hay,Uvurkhangai,2025-02,
 Hay,Uvurkhangai,2025-01,
 Hay,Uvurkhangai,2024-12,
 Hay,Uvurkhangai,2024-11,
 Hay,Uvurkhangai,2024-10,
 Hay,Uvurkhangai,2024-09,
 Hay,Uvurkhangai,2024-08,
 Hay,Uvurkhangai,2024-07,
 Hay,Uvurkhangai,2024-06,
 Hay,Uvurkhangai,2024-05,
 Hay,Uvurkhangai,2024-04,450000.0
 Hay,Uvurkhangai,2024-03,500000.0
 Hay,Uvurkhangai,2024-02,480000.0
 Hay,Uvurkhangai,2024-01,380000.0
 Hay,Uvurkhangai,2023-12,385000.0
 Hay,Uvurkhangai,2023-11,370000.0
 Hay,Uvurkhangai,2023-10,360000.0
 Hay,Uvurkhangai,2023-09,
 Hay,Uvurkhangai,2023-08,
 Hay,Uvurkhangai,2023-07,
 Hay,Uvurkhangai,2023-06,
 Hay,Uvurkhangai,2023-05,
 Hay,Uvurkhangai,2023-04,
 Hay,Uvurkhangai,2023-03,
 Hay,Uvurkhangai,2023-02,
 Hay,Uvurkhangai,2023-01,
 Hay,Uvurkhangai,2022-12,
 Hay,Uvurkhangai,2022-11,
 Hay,Uvurkhangai,2022-10,
 Hay,Uvurkhangai,2022-09,
 Hay,Uvurkhangai,2022-08,
 Hay,Uvurkhangai,2022-07,
 Hay,Uvurkhangai,2022-06,
 Hay,Uvurkhangai,2022-05,
 Hay,Uvurkhangai,2022-04,
 Hay,Uvurkhangai,2022-03,
 Hay,Uvurkhangai,2022-02,
 Hay,Uvurkhangai,2022-01,
 Hay,Uvurkhangai,2021-12,
 Hay,Uvurkhangai,2021-11,
 Hay,Uvurkhangai,2021-10,
 Hay,Uvurkhangai,2021-09,
 Hay,Uvurkhangai,2021-08,
 Hay,Uvurkhangai,2021-07,
 Hay,Uvurkhangai,2021-06,
 Hay,Uvurkhangai,2021-05,
 Hay,Uvurkhangai,2021-04,
 Hay,Uvurkhangai,2021-03,
 Hay,Uvurkhangai,2021-02,
 Hay,Uvurkhangai,2021-01,
 Hay,Uvurkhangai,2020-12,
 Hay,Uvurkhangai,2020-11,
 Hay,Uvurkhangai,2020-10,
 Hay,Uvurkhangai,2020-09,
 Hay,Uvurkhangai,2020-08,
 Hay,Uvurkhangai,2020-07,
 Hay,Uvurkhangai,2020-06,
 Hay,Uvurkhangai,2020-05,200000.0
 Hay,Uvurkhangai,2020-04,200000.0
 Hay,Uvurkhangai,2020-03,200000.0
 Hay,Uvurkhangai,2020-02,260000.0
 Hay,Uvurkhangai,2020-01,200000.0
 Hay,Uvurkhangai,2019-12,
 Hay,Uvurkhangai,2019-11,
 Hay,Uvurkhangai,2019-10,
 Hay,Uvurkhangai,2019-09,
 Hay,Uvurkhangai,2019-08,
 Hay,Uvurkhangai,2019-07,
 Hay,Uvurkhangai,2019-06,
 Hay,Uvurkhangai,2019-05,
 Hay,Uvurkhangai,2019-04,
 Hay,Uvurkhangai,2019-03,85000.0
 Hay,Uvurkhangai,2019-02,
 Hay,Uvurkhangai,2019-01,
 Hay,Uvurkhangai,2018-12,
 Hay,Khuvsgul,2025-12,
 Hay,Khuvsgul,2025-11,
 Hay,Khuvsgul,2025-10,
 Hay,Khuvsgul,2025-09,
 Hay,Khuvsgul,2025-08,
 Hay,Khuvsgul,2025-07,
 Hay,Khuvsgul,2025-06,
 Hay,Khuvsgul,2025-05,
 Hay,Khuvsgul,2025-04,
 Hay,Khuvsgul,2025-03,
 Hay,Khuvsgul,2025-02,
 Hay,Khuvsgul,2025-01,
 Hay,Khuvsgul,2024-12,
 Hay,Khuvsgul,2024-11,
 Hay,Khuvsgul,2024-10,
 Hay,Khuvsgul,2024-09,
 Hay,Khuvsgul,2024-08,
 Hay,Khuvsgul,2024-07,
 Hay,Khuvsgul,2024-06,
 Hay,Khuvsgul,2024-05,
 Hay,Khuvsgul,2024-04,
 Hay,Khuvsgul,2024-03,
 Hay,Khuvsgul,2024-02,
 Hay,Khuvsgul,2024-01,
 Hay,Khuvsgul,2023-12,
 Hay,Khuvsgul,2023-11,
 Hay,Khuvsgul,2023-10,250000.0
 Hay,Khuvsgul,2023-09,
 Hay,Khuvsgul,2023-08,
 Hay,Khuvsgul,2023-07,
 Hay,Khuvsgul,2023-06,
 Hay,Khuvsgul,2023-05,
 Hay,Khuvsgul,2023-04,
 Hay,Khuvsgul,2023-03,
 Hay,Khuvsgul,2023-02,
 Hay,Khuvsgul,2023-01,
 Hay,Khuvsgul,2022-12,
 Hay,Khuvsgul,2022-11,
 Hay,Khuvsgul,2022-10,
 Hay,Khuvsgul,2022-09,
 Hay,Khuvsgul,2022-08,
 Hay,Khuvsgul,2022-07,
 Hay,Khuvsgul,2022-06,
 Hay,Khuvsgul,2022-05,
 Hay,Khuvsgul,2022-04,
 Hay,Khuvsgul,2022-03,
 Hay,Khuvsgul,2022-02,
 Hay,Khuvsgul,2022-01,
 Hay,Khuvsgul,2021-12,
 Hay,Khuvsgul,2021-11,80000.0
 Hay,Khuvsgul,2021-10,
 Hay,Khuvsgul,2021-09,200000.0
 Hay,Khuvsgul,2021-08,
 Hay,Khuvsgul,2021-07,
 Hay,Khuvsgul,2021-06,
 Hay,Khuvsgul,2021-05,
 Hay,Khuvsgul,2021-04,
 Hay,Khuvsgul,2021-03,
 Hay,Khuvsgul,2021-02,
 Hay,Khuvsgul,2021-01,600000.0
 Hay,Khuvsgul,2020-12,
 Hay,Khuvsgul,2020-11,
 Hay,Khuvsgul,2020-10,
 Hay,Khuvsgul,2020-09,
 Hay,Khuvsgul,2020-08,
 Hay,Khuvsgul,2020-07,
 Hay,Khuvsgul,2020-06,
 Hay,Khuvsgul,2020-05,
 Hay,Khuvsgul,2020-04,
 Hay,Khuvsgul,2020-03,300000.0
 Hay,Khuvsgul,2020-02,
 Hay,Khuvsgul,2020-01,
 Hay,Khuvsgul,2019-12,200000.0
 Hay,Khuvsgul,2019-11,175000.0
 Hay,Khuvsgul,2019-10,
 Hay,Khuvsgul,2019-09,
 Hay,Khuvsgul,2019-08,60000.0
 Hay,Khuvsgul,2019-07,
 Hay,Khuvsgul,2019-06,
 Hay,Khuvsgul,2019-05,
 Hay,Khuvsgul,2019-04,
 Hay,Khuvsgul,2019-03,
 Hay,Khuvsgul,2019-02,
 Hay,Khuvsgul,2019-01,
 Hay,Khuvsgul,2018-12,100000.0
 Hay,Orkhon,2025-12,
 Hay,Orkhon,2025-11,
 Hay,Orkhon,2025-10,
 Hay,Orkhon,2025-09,
 Hay,Orkhon,2025-08,
 Hay,Orkhon,2025-07,
 Hay,Orkhon,2025-06,
 Hay,Orkhon,2025-05,
 Hay,Orkhon,2025-04,
 Hay,Orkhon,2025-03,400000.0
 Hay,Orkhon,2025-02,440000.0
 Hay,Orkhon,2025-01,440000.0
 Hay,Orkhon,2024-12,
 Hay,Orkhon,2024-11,
 Hay,Orkhon,2024-10,
 Hay,Orkhon,2024-09,
 Hay,Orkhon,2024-08,
 Hay,Orkhon,2024-07,
 Hay,Orkhon,2024-06,
 Hay,Orkhon,2024-05,
 Hay,Orkhon,2024-04,
 Hay,Orkhon,2024-03,
 Hay,Orkhon,2024-02,
 Hay,Orkhon,2024-01,
 Hay,Orkhon,2023-12,
 Hay,Orkhon,2023-11,
 Hay,Orkhon,2023-10,
 Hay,Orkhon,2023-09,450000.0
 Hay,Orkhon,2023-08,
 Hay,Orkhon,2023-07,
 Hay,Orkhon,2023-06,
 Hay,Orkhon,2023-05,300000.0
 Hay,Orkhon,2023-04,
 Hay,Orkhon,2023-03,
 Hay,Orkhon,2023-02,525000.0
 Hay,Orkhon,2023-01,450000.0
 Hay,Orkhon,2022-12,275000.0
 Hay,Orkhon,2022-11,300000.0
 Hay,Orkhon,2022-10,250000.0
 Hay,Orkhon,2022-09,250000.0
 Hay,Orkhon,2022-08,
 Hay,Orkhon,2022-07,
 Hay,Orkhon,2022-06,
 Hay,Orkhon,2022-05,
 Hay,Orkhon,2022-04,
 Hay,Orkhon,2022-03,250000.0
 Hay,Orkhon,2022-02,50000.0
 Hay,Orkhon,2022-01,150000.0
 Hay,Orkhon,2021-12,
 Hay,Orkhon,2021-11,
 Hay,Orkhon,2021-10,
 Hay,Orkhon,2021-09,
 Hay,Orkhon,2021-08,
 Hay,Orkhon,2021-07,
 Hay,Orkhon,2021-06,
 Hay,Orkhon,2021-05,
 Hay,Orkhon,2021-04,216667.0
 Hay,Orkhon,2021-03,100000.0
 Hay,Orkhon,2021-02,266667.0
 Hay,Orkhon,2021-01,325000.0
 Hay,Orkhon,2020-12,150000.0
 Hay,Orkhon,2020-11,150000.0
 Hay,Orkhon,2020-10,150000.0
 Hay,Orkhon,2020-09,
 Hay,Orkhon,2020-08,
 Hay,Orkhon,2020-07,
 Hay,Orkhon,2020-06,
 Hay,Orkhon,2020-05,250000.0
 Hay,Orkhon,2020-04,200000.0
 Hay,Orkhon,2020-03,282000.0
 Hay,Orkhon,2020-02,300000.0
 Hay,Orkhon,2020-01,233000.0
 Hay,Orkhon,2019-12,200000.0
 Hay,Orkhon,2019-11,200000.0
 Hay,Orkhon,2019-10,160000.0
 Hay,Orkhon,2019-09,210000.0
 Hay,Orkhon,2019-08,
 Hay,Orkhon,2019-07,
 Hay,Orkhon,2019-06,
 Hay,Orkhon,2019-05,130000.0
 Hay,Orkhon,2019-04,207000.0
 Hay,Orkhon,2019-03,210000.0
 Hay,Orkhon,2019-02,200000.0
 Hay,Orkhon,2019-01,
 Hay,Orkhon,2018-12,
 Hay,Central region,2025-12,
 Hay,Central region,2025-11,
 Hay,Central region,2025-10,
 Hay,Central region,2025-09,
 Hay,Central region,2025-08,
 Hay,Central region,2025-07,
 Hay,Central region,2025-06,
 Hay,Central region,2025-05,
 Hay,Central region,2025-04,
 Hay,Central region,2025-03,
 Hay,Central region,2025-02,
 Hay,Central region,2025-01,
 Hay,Central region,2024-12,
 Hay,Central region,2024-11,
 Hay,Central region,2024-10,
 Hay,Central region,2024-09,
 Hay,Central region,2024-08,
 Hay,Central region,2024-07,
 Hay,Central region,2024-06,
 Hay,Central region,2024-05,
 Hay,Central region,2024-04,
 Hay,Central region,2024-03,
 Hay,Central region,2024-02,
 Hay,Central region,2024-01,
 Hay,Central region,2023-12,
 Hay,Central region,2023-11,
 Hay,Central region,2023-10,
