id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилга ашиглагчийн нэр,Нийт давхарын тоо,ZIP бүс,Дүүрэг,Хороо,Хаягийн бүс,Архитектур төлөвлөлтийн даалгаврын дугаар,"Барилга, байгууламжийн нэр",Үйлчилгээ албан конторын давхарын тоо /бусад/,Барилгын ажлыг эхлэх/үргэлжлүүлэх зөвшөөрлийн дугаар,Гудамж,Барилгыг барьсан байгууллага,Ашиглалтад орсон он,Улсын комиссын актын дугаар,Орон сууцны давхарын тоо,Батлагдсан блокийн тоо,Гүйцэтгэлийн зураг хийсэн он,Өндрийн зөрүү уналттай эсэх,Барилгын дугаар,Барилгын зураг хийсэн он,Ерөнхий төлөвлөгөө хийсэн он,Барилгыг барьсан он
227675,ТБА131588683683000,Цахилгаан автобус цэнэглэх станц,Polygon,107.000175,47.913111,Загвар зураг,Нийслэлийн Зорчигч тээврийн нэгтгэл ОНӨААТҮГ,1,13260,Баянзүрх,8-р хороо,Амгалан-1 /13260/,ГБМЗХ2020/19-059,Цахилгаан автобус цэнэглэх станц,,,,,,,,,,,,,,
227677,ТБА131399562924000,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",Polygon,106.975035,47.925156,Загвар зураг,Цайз ХХК,1,13291,Баянзүрх,19-р хороо,Цайз /13291/,ГБЗХ-1,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",,,,,,,,,,,,,,
227685,ТБА131401102147000,Үйлчилгээний барилга,Polygon,106.933311,47.904278,Загвар зураг,Сентури Ланд марк ХХК,1,13312,Баянзүрх,26-р хороо,Олимп хороолол-2 /13312/,,Үйлчилгээний барилга,,,,,,,,,,,,,,
227690,ТБА131511468613000,Үйлчилгээтэй амины сууц,Polygon,106.973795,47.923021,Загвар зураг,,3,13340,Баянзүрх,22-р хороо,15-р хороолол-1 /13340/,МЗХ2018/03-07,Үйлчилгээтэй амины сууц,,,Дандарбаатарын гудамж,,,,,,,,,,,
227817,ТБА131596034900000,,Polygon,107.017665,47.882846,Загвар зураг,,2,13241,Баянзүрх,11-р хороо,Залаатын ам /13241/,,,,БАЗГ2024/0080,,,,,,,,,,,,
227819,ТБА131596389663000,III- р шатлалын лаборотарын барилга,Polygon,106.945847,47.913927,Загвар зураг,Халдварт өвчин судлалын үндэсний төв,1,13335,Баянзүрх,14-р хороо,14-р хороолол-6 /13335/,ГБМЗХ2020/31-005,III- р шатлалын лаборотарын барилга,,,Намъянжугийн гудамж,,,,,,,,,,,
227823,ТБА131598981572000,,Polygon,106.997003,47.909952,Загвар зураг,Монгол Улсын Шинжлэх ухааны академи,16,13270,Баянзүрх,12-р хороо,Амгалан-2 /13270/,ГБМЗХ2020/33-010,Шинжлэх ухаан инновацийн төвийн кластер,,,Цагдаагийн академийн өргөн чөлөө,,,,,,,,,,,
227825,ТБА131242345600003,,Polygon,106.987803,47.923681,Загвар зураг,"""Тарант"" ХХК",3,13300,Баянзүрх,16-р хороо,Улаанхуаран-1 /13300/,,,,,,,,,,,,,,,,
227827,ТБА131249603200001,,Polygon,107.002931,47.930313,Загвар зураг,П.Энхтайван,4,13281,Баянзүрх,17-р хороо,Шар хад-2 /13281/,,,,,,,,,,,,,,,,
227834,ТБА131467042421000,Амины орон сууц,Polygon,106.93777,47.911077,Загвар зураг,"Б.Даваацэрэн, Н.Туул, Д.Баттүшиг",3,13372,Баянзүрх,25-р хороо,13-р хороолол 2-3 /13372/,2016/17-13,Амины орон сууц,,,,,,,,,,,,,,
227964,ТБА131496855746000,Эмнэлгийн,Polygon,106.940015,47.912939,Загвар зураг,"Энэрмед ХХК, Ачлал трейд ХХК",4,13370,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,МЗХ2018/25-11,Эмнэлгийн,,"202/2014,012/2019",,,,,,,,,,,,
227967,ТБА131496848288000,Үйлчилгээний барилга,Polygon,106.974524,47.921109,Загвар зураг,Захгүй мэнэн ХХК,3,13321,Баянзүрх,16-р хороо,16-р хороолол-2 /13321/,МЗХ2017/11-10,Үйлчилгээний барилга,3,,,,,,,,,,,,,
228064,ТБА131521417600000,Албан контор,Polygon,106.941076,47.916537,Загвар зураг,,15,13370,Баянзүрх,15-р хороо,13-р хороолол 2-1 /13370/,МЗХ2018/07-14,Албан контор,,,,,,,,,,,,,,
228160,ТБА131523965095000,Үйлчилгээний барилга,Polygon,107.112725,47.870763,Загвар зураг,Ц.Жаргалсайхан,3,13180,Баянзүрх,11-р хороо,Ургах наран /13180/,МЗХ2018/06-03,Үйлчилгээний барилга,,,,,,,,,,,,,,
228176,ТБА131583513879000,Орон сууцны цогцолбор,Polygon,106.968246,47.92054,Загвар зураг,,,13341,Баянзүрх,22-р хороо,15-р хороолол-2 /13341/,МЗХ2021/26-025,Орон сууцны цогцолбор,,,,,,,,,,,,,,
228178,ТБА131583515112000,Агуулахын барилга,Polygon,106.977789,47.907846,Загвар зураг,,2,13271,Баянзүрх,12-р хороо,Амгалан-3 /13271/,ГБМЗХ2020/07-058,Агуулахын барилга,,,,,,,,,,,,,,
228320,ТБА131399562939000,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",Polygon,106.976046,47.925818,Загвар зураг,Цайз ХХК,1,13291,Баянзүрх,19-р хороо,Цайз /13291/,ГБЗХ-1,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",,,,,,,,,,,,,,
228325,ТБА131400148187000,Үйлчилгээтэй орон сууц,Polygon,106.996301,47.918438,Загвар зураг,Г.Баяржаргал,12,13280,Баянзүрх,8-р хороо,Шар хад-1 /13280/,2014/06-63,Үйлчилгээтэй орон сууц,,БАЗ2024/0137 | 400/2022,,,,,,,,,,,,
228443,ТБА131526547761000,Үйлчилгээтэй орон сууц,Polygon,106.938329,47.903691,Загвар зураг,Сентури лэндмарк ХХК,,,Баянзүрх,26-р хороо,,МЗХ2017/11-14,Үйлчилгээтэй орон сууц,,,,,,,13,,,,,,,
228447,ТБА131596035507000,,Polygon,107.01933,47.881863,Загвар зураг,,2,13241,Баянзүрх,11-р хороо,Залаатын ам /13241/,,,,БАЗГ2024/0080,,,,,,,,,,,,
228456,ТБА131178841600000,Үйлчилгээний барилга,Polygon,106.985721,47.918299,Загвар зураг,М.Баяртмаа,5,13301,Баянзүрх,8-р хороо,Улаанхуаран-2 /13301/,2015-ГБЗХ-01.,Үйлчилгээний барилга,,,,,,,,,,,,,,
228722,ТБА131356998400012,,Polygon,106.956801,47.905618,Загвар зураг,ЭБЭХЯам дэд өртөө,1,13271,Баянзүрх,26-р хороо,Амгалан-3 /13271/,,,,,,,,,,,,,,,,
228724,ТБА131264377600003,,Polygon,106.939689,47.911716,Загвар зураг,УБЦТС ХК,1,13371,Баянзүрх,18-р хороо,13-р хороолол 2-2 /13371/,,,,,,,,,,,,,,,,
228726,ТБА131356998400013,,Polygon,106.932994,47.916078,Загвар зураг,А.Хаянхярваа,1,13373,Баянзүрх,6-р хороо,13-р хороолол 2-4 /13373/,,,,,,,,,,,,,,,,
228728,ТБА131527465600000,"Үйлчилгээ, орон сууц",Polygon,106.937082,47.916822,Загвар зураг,Эм Жи Ти Эм Эл ХХК,10,13370,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,МЗХ2018/13-25,"Үйлчилгээ, орон сууц",,,,,,,,,,,,,,
228731,ТБА131360195200000,Худалдаа үйлчилгээ,Polygon,106.943529,47.915361,Загвар зураг,Ж.Чулуунбаатар,3,13370,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,2013-0,Худалдаа үйлчилгээ,,,,,,,,,,,,,,
228733,ТБА131629936000000,Үйлчилгээний барилга,Polygon,106.934327,47.929583,Загвар зураг,Соно-Од ХХК,3,13351,Баянзүрх,2-р хороо,Дарь эх-3 /13351/,МЗХ2021/17-022,Үйлчилгээний барилга,,858/2021,,,,,,,,,,,,
228743,ТБА131466104400000,Үйлчилгээ,Polygon,106.942702,47.908488,Загвар зураг,Г.Ганбаяр,4,13371,Баянзүрх,25-р хороо,13-р хороолол 2-2 /13371/,2016/16-18,Үйлчилгээ,,,,,,,,,,,,,,
228878,ТБА131334707200001,,Polygon,107.213216,47.754145,Загвар зураг,Нийгмийн хамгаалал хөдөлмөрийн яам,1,13085,Баянзүрх,11-р хороо,Хонхор нуур /13085/,,,,,,,,,,,,,,,,
228884,ТБА131460652580000,Халаалтын зуухны барилга,Polygon,106.977302,47.934469,Загвар зураг,Нийслэлийн Боловсролын газар,1,13291,Баянзүрх,19-р хороо,Цайз /13291/,2016/11-04,Халаалтын зуухны барилга,,,,,,,,,,,,,,
229023,ТБА131588684453000,Үйлчилгээний барилга,Polygon,106.947658,47.91543,Загвар зураг,,6,13335,Баянзүрх,14-р хороо,14-р хороолол-6 /13335/,ГБМЗХ2020/19-056,Үйлчилгээний барилга,,,Намъянжугийн гудамж,,,,,,,,,,,
229025,ТБА131399562886000,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",Polygon,106.977476,47.925113,Загвар зураг,Цайз ХХК,12,13291,Баянзүрх,19-р хороо,Цайз /13291/,ГБЗХ-1,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",,,,,,,,,,,,,,
229028,ТБА131514246400001,53-р сургуулийн спорт заалны барилга,Polygon,106.980091,47.919102,Загвар зураг,Нийслэлийн Боловсролын газар,1,13320,Баянзүрх,16-р хороо,16-р хороолол-1 /13320/,МЗХ2017/27-09,53-р сургуулийн спорт заалны барилга,,,,,,,,,,,,,,
229035,ТБА131514370956000,"Үйлдвэрлэл, үйлчилгээний барилга",Polygon,107.088833,47.883158,Загвар зураг,Хулан-Уул ХХК,1,,Баянзүрх,11-р хороо,,МЗХ2017/28-01,"Үйлдвэрлэл, үйлчилгээний барилга",1,292/2018,,,,,,,,,,,,
229153,ТБА131527614185000,,Polygon,107.005698,47.913248,Загвар зураг,,,13260,Баянзүрх,10-р хороо,Амгалан-1 /13260/,,,,,,,,2019/131,,,,,,,,
229162,ТБА131337126400004,,Polygon,106.986529,47.925468,Загвар зураг,Т.Нямаа,20,13291,Баянзүрх,19-р хороо,Цайз /13291/,,,,,,,,,,,,,,,,
229166,ТБА131359504000002,Хүүхдийн сургалтын төв,Polygon,106.978859,47.919093,Загвар зураг,Хүүхдийн төлөө үндэсний газар,5,13321,Баянзүрх,16-р хороо,16-р хороолол-2 /13321/,2013-0,Хүүхдийн сургалтын төв,,86/2013,,,2014,2014/23,,,,,,,,
229169,ТБА131467040440000,Газар доорх гарааш,Polygon,106.992058,47.924813,Загвар зураг,,1,13290,Баянзүрх,24-р хороо,Цахлай /13290/,2016/18-07,Газар доорх гарааш,,,,,,,,,,,,,,
229171,ТБА131478188026000,Цагдаагийн ерөнхий газрын лицензийн төв,Polygon,106.948088,47.92529,Загвар зураг,Олон нийт цагдаагийн хамтын ажиллагаа,4,13361,Баянзүрх,2-р хороо,Дарь эх 1 /13361/,хурал?,Цагдаагийн ерөнхий газрын лицензийн төв,,,,,,,,,,,,,,
229296,ТБА131395999710000,Үйлчилгээний төвийн барилга,Polygon,106.966995,47.924293,Загвар зураг,"""Их Сүндэр констракшн"" ХХК, утас:99112191",6,13292,Баянзүрх,5-р хороо,Алтан-Өлгий /13292/,2014/01-19,Үйлчилгээний төвийн барилга,,"74/2014, 74/2015",,"""Улаанбаатар барилга констракшн""ХХК БУ16-1050/14",,,,,,,,,,
229371,ТБА131397692800002,орон сууц,Polygon,106.940412,47.913759,Загвар зураг,Хавдар судлалын үндэсний төв,9,13370,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,2014/05-57,орон сууц,,94/2016,,"""Оюут констракшн""ХХК БУ17-1261/13",,2018/44,,,,,,,,
229374,ТБА131291766400002,,Polygon,106.943443,47.912311,Загвар зураг,Улаанбаатар сан ХХК,1,13371,Баянзүрх,18-р хороо,13-р хороолол 2-2 /13371/,,,,,,,,,,,,,,,,
229483,ТБА131524211846000,Үйлчилгээний барилга,Polygon,106.934616,47.902446,Загвар зураг,Сентури Лэндмарк ХХК,2,,Баянзүрх,26-р хороо,,МЗХ2017/11-13,Үйлчилгээний барилга,,,,,,,,,,,,,,
229638,ТБА131587381113000,Аялал жуулчлалын цогцолбор,Polygon,107.053754,47.866987,Загвар зураг,Ээж хайрхан тур ХХК,2,13240,Баянзүрх,11-р хороо,Хүрхрээ /13240/,ГБМЗХ2020/16-021,Аялал жуулчлалын цогцолбор,,БАЗГ2023/032,,,,,,,,,,,,
229643,ТБА131399630899000,Үйлчилгээтэй орон сууц,Polygon,106.947717,47.929905,Загвар зураг,"Ц.Бямбаа, Г.Оюунгэрэл",5,13361,Баянзүрх,2-р хороо,Дарь эх 1 /13361/,2013-1,Үйлчилгээтэй орон сууц,,,,,,,,,,,,,,
229751,ТБА131275868800001,,Polygon,106.993138,47.922683,Загвар зураг,Д.Батхишиг,2,13280,Баянзүрх,8-р хороо,Шар хад-1 /13280/,,,,,,,,,,,,,,,,
229757,ТБА131497398400000,"Цэцэрлэг, үйлчилгээ",Polygon,106.985377,47.921854,Загвар зураг,"Т.Алтанчимэг, Д.Даваасүрэн, Захгүй мэнэн ХХК",4,13320,Баянзүрх,16-р хороо,16-р хороолол-1 /13320/,МЗХ2017/11-11,"Цэцэрлэг, үйлчилгээ",3,,Д.Нянтайсүрэнгийн гудамж,,,,,,,,,,,
229859,ТБА131592387057000,Үйлчилгээний барилга,Polygon,106.934436,47.911714,Загвар зураг,,2,13374,Баянзүрх,25-р хороо,13-р хороолол 2-5 /13374/,ГБМЗХ2020/27-008,Үйлчилгээний барилга,,225/2021,Манлайбаатар Дамдинсүрэнгийн гудамж,,,,,,,,,,,
229869,ТБА131496766829000,Үйлчилгээтэй орон сууц,Polygon,106.990815,47.91692,Загвар зураг,Гангар инвест ХХК,13,13301,Баянзүрх,8-р хороо,Улаанхуаран-2 /13301/,МЗХ2017/11-32,Үйлчилгээтэй орон сууц,1,"БА-107/2020, 893/202",,,,,12,,,,,,,
229959,ТБА131514246400002,21-р сургууль,Polygon,106.931714,47.914992,Загвар зураг,Нийслэлийн Боловсролын газар,3,13373,Баянзүрх,6-р хороо,13-р хороолол 2-4 /13373/,МЗХ2017/27-06,21-р сургууль,,606/2018,,,,,,,,,,,,
229961,ТБА131527724800000,,Polygon,106.935837,47.918944,Загвар зураг,Баянхайрхан трейд ХХК,15,13381,Баянзүрх,3-р хороо,12-р хороолол-2 /13381/,МЗХ2018/09-22,"Үйлчилгээтэй орон сууц, зочид буудал",,584/2018 БА-031/2020,Энх тайвaны өргөн чөлөө,,,,,,,,,,,
230067,ТБА131524601018000,Албан контор бүхий орон сууц,Polygon,106.978256,47.914066,Загвар зураг,Буян ус ХХК,12,13302,Баянзүрх,8-р хороо,Улаанхуаран-3 /13302/,ТЗХ21,Албан контор бүхий орон сууц,,,,,,,,,,,,,,
230086,ТБА131587378203000,"Үйлчилгээ, сервис апартмент",Polygon,106.934748,47.91751,Загвар зураг,"Ти энд Эйч ХХК, Иргэн Н.Ганбаатар",12,13373,Баянзүрх,6-р хороо,13-р хороолол 2-4 /13373/,ГБМЗХ2020/16-022,"Үйлчилгээ, сервис апартмент",,БАЗ2024/0258,Сангийн хорооны гудамж,,,,,,,,,,,
230206,ТБА131399894965000,240 хүүхдийн ортой цэцэрлэгийн барилга,Polygon,106.996912,47.917926,Загвар зураг,Нийслэлийн Боловсролын газар,2,13280,Баянзүрх,8-р хороо,Шар хад-1 /13280/,МЗХ2019/08-081,240 хүүхдийн ортой цэцэрлэгийн барилга,,228/2020,,,,,,,,,,,,
230213,ТБА131401180638000,Үйлчилгээний,Polygon,106.966906,47.921579,Загвар зураг,,10,13341,Баянзүрх,22-р хороо,15-р хороолол-2 /13341/,МЗХ2021/13-054,Үйлчилгээний,,БАЗГ2024/0089,,,,,,,,,,,,
230324,ТБА131526375234000,Үйлчилгээний барилга,Polygon,106.93193,47.938231,Загвар зураг,,1,13352,Баянзүрх,27-р хороо,Дунд дарь-Эх /13352/,МЗХ2022/10-020,Үйлчилгээний барилга,,,,,,,,,,,,,,
230330,ТБА131595605171000,Сургууль,Polygon,106.981707,47.9046,Загвар зураг,Нийслэлийн Боловсролын газар,3,,Баянзүрх,36-р хороо,Амгалан-3 /13271/,МЗХ2019/11-022,Сургууль,,,,,,,,,,,,,,
230332,ТБА131652054400001,Кино үйлдвэрийн цогцолбор барилга,Polygon,107.11705,47.874668,Загвар зураг,"""Ори студиос"" ХХК",5,13180,Баянзүрх,11-р хороо,Ургах наран /13180/,МЗХ2021/26-028,Кино үйлдвэрийн цогцолбор барилга,,333/2022,,,,,,,,,,,,
230334,ТБА131366156800003,,Polygon,106.993775,47.92277,Загвар зураг,"""Өргөн хүрээ"" ХХК",12,13280,Баянзүрх,8-р хороо,Шар хад-1 /13280/,,Орон сууц,,БАЗГ2023/470 | БАЗГ2026/0240,,,,,,,,,,,,
230336,ТБА131366156800004,,Polygon,106.994566,47.922381,Загвар зураг,"""Өргөн хүрээ"" ХХК",12,13280,Баянзүрх,8-р хороо,Шар хад-1 /13280/,,,,244/2013,,,,,,,,,,,,
230341,ТБА131467044840000,Нийслэлийн шарил хадгалах байр,Polygon,107.105257,47.918398,Загвар зураг,Захирагчийн ажлын алба,1,13120,Баянзүрх,20-р хороо,Баян дөхөм /13120/,2016/17-03,Нийслэлийн шарил хадгалах байр,,,,,,,,,,,,,,
230444,ТБА131595494434000,"Контор, Үйлчилгээний барилга",Polygon,106.965188,47.915429,Загвар зураг,,7,13330,Баянзүрх,13-р хороо,14-р хороолол-1 /13330/,МЗХ2021/06-060,"Контор, Үйлчилгээний барилга",,,,,,,,,,,,,,
230448,ТБА131395055887000,Гэгээ коллежийн сургуулийн өргөтгөл,Polygon,106.943979,47.930207,Загвар зураг,Гэгээ коллеж,1,13361,Баянзүрх,2-р хороо,Дарь эх 1 /13361/,2014/03-42,Гэгээ коллежийн сургуулийн өргөтгөл,,,,,,,9,,,,,,,
230451,ТБА131395834438000,Үйлчилгээ,Polygon,106.957746,47.92397,Загвар зураг,Н.Сундуй,5,13360,Баянзүрх,4-р хороо,Цэргийн хотхон /13360/,2014/04-43,Үйлчилгээ,5,БА-056/2020,,,,,,,,,,,,
230508,ТБА131565605622000,Хийн барилга,Polygon,106.996372,47.911431,Загвар зураг,АШУҮИСургууль,1,13270,Баянзүрх,12-р хороо,Амгалан-2 /13270/,гбмзх2019/04-31,Хийн барилга,,,,,,,,,,,,,,
230510,ТБА131565777669000,,Polygon,107.119036,47.918056,Загвар зураг,Ц.Оргилхуяг,,13221,Баянзүрх,20-р хороо,Хар усан тохой /13221/,МЗХ2019/05-21,,,,,,,,,,,,,,,
230512,ТБА131565780587000,Сургууль цэцэрлэгийн цогцолбор,Polygon,106.980738,47.904429,Загвар зураг,Нийслэлийн Боловсролын газар,3,13271,Баянзүрх,26-р хороо,Амгалан-3 /13271/,МЗХ2019/11-022,Сургууль цэцэрлэгийн цогцолбор,,082/2021,,,,,,,,,,,,
230515,ТБА131567086362000,,Polygon,107.118975,47.918153,Загвар зураг,Оргилхуяг,,13221,Баянзүрх,20-р хороо,Хар усан тохой /13221/,,,,,,,,,,,,,,,,
230519,ТБА131319155200005,,Polygon,106.936,47.904878,Загвар зураг,НЗДТГ,1,13311,Баянзүрх,26-р хороо,Олимп хороолол-1 /13311/,,"Хороо, өрхийн эмнэлэг, цагдаагийн хэлтсийн нэгдсэ*",,,,,,,,,,,,,,
230521,ТБА131320883200002,,Polygon,106.939161,47.913539,Загвар зураг,НБХБТГ,1,13370,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,,,,,,,,,,,,,,,,
230523,ТБА131337126400006,III-р шатлалын лабораторийн барилга,Polygon,106.945495,47.913715,Загвар зураг,Халдварт өвчин судлалын үндэсний төв,5,13335,Баянзүрх,14-р хороо,14-р хороолол-6 /13335/,,III-р шатлалын лабораторийн барилга,,194/2020,,"""Энигма констракшн"" ХХК БУ16-509/13",,,,,,,,,,
230525,ТБА131466037135000,"Контор, агуулах",Polygon,107.076929,47.886527,Загвар зураг,Сэрж интернэйшнл ХХК,3,13190,Баянзүрх,11-р хороо,Товчоо /13190/,2016.06.14   ДТ 16/110,"Контор, агуулах",,,,,,,,,,,,,,
230658,ТБА131459775207000,Автомашин хийгээр цэнэглэх станц.,Polygon,106.942114,47.926653,Загвар зураг,Шунхлай трейдингХХК,1,13345,Баянзүрх,7-р хороо,15-р хороолол-6 /13345/,2016/08-10,Автомашин хийгээр цэнэглэх станц.,,,,,2016,2016/619,,,,,,,,
230783,ТБА131399562837000,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",Polygon,106.977823,47.926289,Загвар зураг,Цайз ХХК,1,13291,Баянзүрх,19-р хороо,Цайз /13291/,ГБЗХ-1,"Сургууль, цэцэрлэг бүхий үйлчилгээтэй орон сууц",,,,,,,,,,,,,,
230912,ТБА131596035026000,,Polygon,107.01793,47.882475,Загвар зураг,,2,13241,Баянзүрх,11-р хороо,Залаатын ам /13241/,,,,БАЗГ2024/0080,,,,,,,,,,,,
230914,ТБА131291766400003,,Polygon,107.21692,47.791462,Загвар зураг,Нийслэлийн авто замын газар,1,13087,Баянзүрх,11-р хороо,Майхан уул /13087/,,,,,,,,,,,,,,,,
230916,ТБА131302134400007,,Polygon,106.997401,47.930591,Загвар зураг,Б.Сэтгэлсайхан,2,13290,Баянзүрх,19-р хороо,Цахлай /13290/,,,,,,,,,,,,,,,,
230918,ТБА131436140800000,Орон сууц,Polygon,106.981607,47.916382,Загвар зураг,"Налайхын барилгын материалын үйлдвэрлэл, технологи",9,13301,Баянзүрх,8-р хороо,Улаанхуаран-2 /13301/,2015/10-18,Орон сууц,,,,,,,,,,,,,,
231039,ТБА131593536331000,орон сууц,Polygon,106.979458,47.920238,Загвар зураг,"Нүүдэлчин групп ХХК, Три Эллс ХХК",16,13321,Баянзүрх,16-р хороо,16-р хороолол-2 /13321/,ГБМЗХ2019/10-008,орон сууц,,БА-281/2020,,,,,,,,,,,,
231044,ТБА131393424623000,Үйлчилгээтэй орон сууц,Polygon,106.955888,47.909712,Загвар зураг,"""Бум Үр"" ХХК",1,13334,Баянзүрх,14-р хороо,14-р хороолол-5 /13334/,2013-18,Үйлчилгээтэй орон сууц,,БА-235/2020,,,,,,,,,,,,
231051,ТБА131496921288000,Сургалт үйлчилгээний,Polygon,107.098348,47.880426,Загвар зураг,РТТ  ХХК,2,13182,Баянзүрх,11-р хороо,Ногоон зоорь /13182/,,Сургалт үйлчилгээний,,109/2017,,,,,,,,,,,,
231055,ТБА131497862002000,Үйлчилгээтэй амины сууц,Polygon,106.984149,47.911789,Загвар зураг,,2,13271,Баянзүрх,12-р хороо,Амгалан-3 /13271/,МЗХ2017/13-39,Үйлчилгээтэй амины сууц,,252/2017,,,,2018/444,,,,,,,,
231283,ТБА131559657920000,,Polygon,107.124364,47.833754,Загвар зураг,,,13091,Баянзүрх,11-р хороо,Харгана /13091/,,,,,,,,,,,,,,,,
231285,ТБА131559657937000,,Polygon,107.12438,47.834211,Загвар зураг,,,13091,Баянзүрх,11-р хороо,Харгана /13091/,,,,,,,,,,,,,,,,
231290,ТБА131372118400003,Амины орон сууц,Polygon,106.9631,47.908304,Загвар зураг,Д.Энхтөр,2,13332,Баянзүрх,13-р хороо,14-р хороолол-3 /13332/,ТЗХ-12,Амины орон сууц,,,,,,,,,,,,,,
231435,ТБА131444659825000,Үйлчилгээтэй орон сууц,Polygon,106.998822,47.913777,Загвар зураг,Цагдаагийн Ерөний газрын сургалтын төв,1,13260,Баянзүрх,8-р хороо,Амгалан-1 /13260/,ГБЗХ-15/17,Үйлчилгээтэй орон сууц,,БАЗГ2023/522,,,,,12,,,,,,,
231438,ТБА131447089312000,Үйлчилгээний барилга,Polygon,106.977884,47.911751,Загвар зураг,Б.Отгонжаргал,3,13271,Баянзүрх,12-р хороо,Амгалан-3 /13271/,МЗХ16/02,Үйлчилгээний барилга,,167/2017,,,,,,,,,,,,
231614,ТБА131441277863000,Орон сууц,Polygon,106.932473,47.900691,Загвар зураг,Эйч Эн Жи ХХК,25,13312,Баянзүрх,26-р хороо,Олимп хороолол-2 /13312/,МЗХ2018/29-24,Орон сууц,,БА-034/2020,,,,,,,,,,,,
231755,ТБА131276560000000,,Polygon,106.931121,47.916838,Загвар зураг,"Боловсрол, соёл, шинжлэх ухааны яам",1,13373,Баянзүрх,6-р хороо,13-р хороолол 2-4 /13373/,,,,,,,2013,2013/371,,,,,,,,
231758,ТБА131264377600004,,Polygon,106.935621,47.928359,Загвар зураг,Эрэл ХХК,12,13380,Баянзүрх,1-р хороо,12-р хороолол-1 /13380/,,,,,,,,,,,,,,,,
231877,ТБА131523985010000,Үйлчилгээтэй орон сууц,Polygon,106.950099,47.913004,Загвар зураг,,12,13335,Баянзүрх,14-р хороо,14-р хороолол-6 /13335/,МЗХ2018/08-45,Үйлчилгээтэй орон сууц,,,,,,,12,,,,,,,
231879,ТБА131523965397000,"Худалдаа үйлчилгээ, үйлдвэрлэл",Polygon,107.113966,47.870114,Загвар зураг,Ц.Жаргалсайхан,1,13180,Баянзүрх,11-р хороо,Ургах наран /13180/,МЗХ2018/06-03,"Худалдаа үйлчилгээ, үйлдвэрлэл",,,,,,,,,,,,,,
232022,ТБА131588683752000,Цахилгаан автобус цэнэглэх станц,Polygon,106.943798,47.92655,Загвар зураг,Нийслэлийн Зорчигч тээврийн нэгтгэл ОНӨААТҮГ,1,13361,Баянзүрх,2-р хороо,Дарь эх 1 /13361/,ГБМЗХ2020/19-060,Цахилгаан автобус цэнэглэх станц,,,,,,,,,,,,,,
232031,ТБА131509469127000,,Polygon,106.970271,47.919211,Загвар зураг,,12,13340,Баянзүрх,22-р хороо,15-р хороолол-1 /13340/,МЗХ2017/23-18,Үйлчилгээтэй орон сууц,,242/2018,,,,,12,,,,,,,
232149,ТБА131526546477000,21-р сургууль спорт заал,Polygon,106.932174,47.915216,Загвар зураг,Нийслэлийн Боловсролын газар,,,Баянзүрх,6-р хороо,,МЗХ2017/27-06,21-р сургууль спорт заал,,,,,,,,,,,,,,
232151,ТБА131526548176000,Үйлчилгээтэй орон сууц,Polygon,106.937609,47.903658,Загвар зураг,Сентури лэндмарк ХХК,,,Баянзүрх,26-р хороо,,МЗХ2017/11-14,Үйлчилгээтэй орон сууц,,,Хүннүгийн гудамж,,,,16,,,,,,,
232153,ТБА131596034924000,,Polygon,107.018253,47.882849,Загвар зураг,,2,13241,Баянзүрх,11-р хороо,Залаатын ам /13241/,,,,БАЗГ2024/0080,,,,,,,,,,,,
232160,ТБА131640649600001,Кино үйлдвэрийн цогцолбор барилга,Polygon,107.118431,47.876096,Загвар зураг,"""Ори студиос"" ХХК",5,13180,Баянзүрх,11-р хороо,Ургах наран /13180/,ТЗХ-2013-12,Кино үйлдвэрийн цогцолбор барилга,,,,,2013,2013/262,,,,,,,,
232312,ТБА131591640722000,Эмнэлэг,Polygon,106.941702,47.913497,Загвар зураг,ХСҮТ,9,13370,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,ГБМЗХ2020/25-020,Эмнэлэг,,,Намъянжугийн гудамж,,,,,,,,,,,
232321,ТБА131395918529000,,Polygon,107.053777,47.915335,Загвар зураг,Л.Батжаргал,1,13210,Баянзүрх,28-р хороо,Хужирбулан /13210/,,,3,,,,,,,,,,,,,
232378,ТБА131418947200000,"Үйлчилгээтэй, амины орон сууц",Polygon,106.937222,47.909938,Загвар зураг,,3,13372,Баянзүрх,25-р хороо,13-р хороолол 2-3 /13372/,2014/23-11,"Үйлчилгээтэй, амины орон сууц",,,,,,,,,,,,,,
